week_id,item_id,promo_mechanism_id_ty,promo_mechanism_id_ly,is_promo_ty,is_promo_ly,promo_price_ty,promo_price_ly,estimated_base_units,estimated_promo_units,incremental_units,promo_lift_pct,supplier_funding_rate,est_trade_spend,roi_estimate,overlap_feature_display
31,1006,3,0,1,0,14.97,14.97,10500,13125,2625,25.0,0.05,9824.06,1.12,0
32,1006,0,1,0,1,14.97,13.47,10200,10200,0,0.0,0.0,0.0,0.0,0
33,1006,0,1,0,1,14.97,13.47,10000,10000,0,0.0,0.0,0.0,0.0,0
34,1006,0,1,0,1,14.97,13.47,9800,9800,0,0.0,0.0,0.0,0.0,0
35,1006,0,0,0,0,14.97,14.97,9500,9500,0,0.0,0.0,0.0,0.0,0
36,1006,0,4,0,1,14.97,14.97,9200,9200,0,0.0,0.0,0.0,0.0,0
37,1006,0,0,0,0,14.97,14.97,9000,9000,0,0.0,0.0,0.0,0.0,0
38,1006,0,4,0,1,14.97,14.97,8800,8800,0,0.0,0.0,0.0,0.0,0
39,1006,1,2,1,1,13.47,13.47,8700,10005,1305,15.0,0.1,14977.49,0.365,0
40,1006,1,1,1,1,13.47,13.47,8800,10120,1320,15.0,0.1,15149.64,0.365,0
41,1006,0,3,0,1,14.97,14.97,9000,9000,0,0.0,0.0,0.0,0.0,0
42,1006,2,0,1,0,13.47,14.97,9200,11960,2760,30.0,0.0,0.0,11568.816,0
43,1006,0,0,0,0,14.97,14.97,9500,9500,0,0.0,0.0,0.0,0.0,0
44,1006,0,0,0,0,14.97,14.97,9800,9800,0,0.0,0.0,0.0,0.0,0
45,1006,2,0,1,0,13.47,14.97,10000,13000,3000,30.0,0.0,0.0,12574.8,0
46,1006,0,0,0,0,14.97,14.97,10200,10200,0,0.0,0.0,0.0,0.0,0
47,1006,3,0,1,0,14.97,14.97,10500,13125,2625,25.0,0.05,9824.06,1.12,1
48,1006,0,0,0,0,14.97,14.97,10800,10800,0,0.0,0.0,0.0,0.0,0
49,1006,0,0,0,0,14.97,14.97,10500,10500,0,0.0,0.0,0.0,0.0,0
50,1006,0,3,0,1,14.97,14.97,10200,10200,0,0.0,0.0,0.0,0.0,0
51,1006,0,0,0,0,14.97,14.97,9800,9800,0,0.0,0.0,0.0,0.0,0
52,1006,0,0,0,0,14.97,14.97,9500,9500,0,0.0,0.0,0.0,0.0,0
1,1007,0,3,0,1,6.97,6.97,6750,6750,0,0.0,0.0,0.0,0.0,0
2,1007,0,0,0,0,6.97,6.97,6600,6600,0,0.0,0.0,0.0,0.0,0
3,1007,0,0,0,0,6.97,6.97,6525,6525,0,0.0,0.0,0.0,0.0,0
4,1007,1,1,1,1,6.27,6.27,6600,7590,990,15.0,0.1,5290.23,0.365,0
5,1007,0,0,0,0,6.97,6.97,6750,6750,0,0.0,0.0,0.0,0.0,0
6,1007,0,0,0,0,6.97,6.97,6900,6900,0,0.0,0.0,0.0,0.0,0
7,1007,0,0,0,0,6.97,6.97,7125,7125,0,0.0,0.0,0.0,0.0,0
8,1007,0,1,0,1,6.97,6.27,7350,7350,0,0.0,0.0,0.0,0.0,0
9,1007,0,0,0,0,6.97,6.97,7500,7500,0,0.0,0.0,0.0,0.0,0
10,1007,0,0,0,0,6.97,6.97,7650,7650,0,0.0,0.0,0.0,0.0,0
11,1007,0,0,0,0,6.97,6.97,7875,7875,0,0.0,0.0,0.0,0.0,0
12,1007,1,0,1,0,6.27,6.97,8100,9315,1215,15.0,0.1,6492.56,0.365,0
13,1007,0,3,0,1,6.97,6.97,8250,8250,0,0.0,0.0,0.0,0.0,0
14,1007,0,0,0,0,6.97,6.97,8400,8400,0,0.0,0.0,0.0,0.0,0
15,1007,0,0,0,0,6.97,6.97,8625,8625,0,0.0,0.0,0.0,0.0,0
16,1007,0,0,0,0,6.97,6.97,8850,8850,0,0.0,0.0,0.0,0.0,0
17,1007,0,0,0,0,6.97,6.97,9000,9000,0,0.0,0.0,0.0,0.0,0
18,1007,3,1,1,1,6.97,6.27,9150,11438,2288,25.0,0.05,3986.14,1.12,0
19,1007,0,0,0,0,6.97,6.97,9375,9375,0,0.0,0.0,0.0,0.0,0
20,1007,1,0,1,0,6.27,6.97,9600,11040,1440,15.0,0.1,7694.88,0.365,0
21,1007,0,0,0,0,6.97,6.97,9750,9750,0,0.0,0.0,0.0,0.0,0
22,1007,0,1,0,1,6.97,6.27,9600,9600,0,0.0,0.0,0.0,0.0,0
23,1007,0,1,0,1,6.97,6.27,9375,9375,0,0.0,0.0,0.0,0.0,0
24,1007,0,1,0,1,6.97,6.27,9150,9150,0,0.0,0.0,0.0,0.0,0
25,1007,0,1,0,1,6.97,6.27,9000,9000,0,0.0,0.0,0.0,0.0,0
26,1007,0,1,0,1,6.97,6.27,8850,8850,0,0.0,0.0,0.0,0.0,0
27,1007,0,0,0,0,6.97,6.97,8625,8625,0,0.0,0.0,0.0,0.0,0
28,1007,0,0,0,0,6.97,6.97,8400,8400,0,0.0,0.0,0.0,0.0,0
29,1007,2,1,1,1,6.27,6.27,8250,10725,2475,30.0,0.0,0.0,4830.21,0
30,1007,0,0,0,0,6.97,6.97,8100,8100,0,0.0,0.0,0.0,0.0,0
31,1007,3,0,1,0,6.97,6.97,7875,9844,1969,25.0,0.05,3430.63,1.12,0
32,1007,0,0,0,0,6.97,6.97,7650,7650,0,0.0,0.0,0.0,0.0,0
33,1007,0,0,0,0,6.97,6.97,7500,7500,0,0.0,0.0,0.0,0.0,0
34,1007,3,0,1,0,6.97,6.97,7350,9188,1838,25.0,0.05,3202.02,1.12,0
35,1007,1,2,1,1,6.27,6.27,7125,8194,1069,15.0,0.1,5711.22,0.365,0
36,1007,0,0,0,0,6.97,6.97,6900,6900,0,0.0,0.0,0.0,0.0,0
37,1007,0,0,0,0,6.97,6.97,6750,6750,0,0.0,0.0,0.0,0.0,0
38,1007,0,0,0,0,6.97,6.97,6600,6600,0,0.0,0.0,0.0,0.0,0
39,1007,0,0,0,0,6.97,6.97,6525,6525,0,0.0,0.0,0.0,0.0,0
40,1007,0,0,0,0,6.97,6.97,6600,6600,0,0.0,0.0,0.0,0.0,0
41,1007,0,1,0,1,6.97,6.27,6750,6750,0,0.0,0.0,0.0,0.0,0
42,1007,0,0,0,0,6.97,6.97,6900,6900,0,0.0,0.0,0.0,0.0,0
43,1007,0,0,0,0,6.97,6.97,7125,7125,0,0.0,0.0,0.0,0.0,0
44,1007,0,0,0,0,6.97,6.97,7350,7350,0,0.0,0.0,0.0,0.0,0
45,1007,2,0,1,0,6.27,6.97,7500,9750,2250,30.0,0.0,0.0,4391.1,0
46,1007,0,0,0,0,6.97,6.97,7650,7650,0,0.0,0.0,0.0,0.0,0
47,1007,4,0,1,0,6.97,6.97,7875,8820,945,12.0,0.03,1844.26,1.0,1
48,1007,1,1,1,1,6.27,6.27,8100,9315,1215,15.0,0.1,6492.56,0.365,0
49,1007,0,0,0,0,6.97,6.97,7875,7875,0,0.0,0.0,0.0,0.0,0
50,1007,0,0,0,0,6.97,6.97,7650,7650,0,0.0,0.0,0.0,0.0,0
51,1007,0,0,0,0,6.97,6.97,7350,7350,0,0.0,0.0,0.0,0.0,0
52,1007,0,0,0,0,6.97,6.97,7125,7125,0,0.0,0.0,0.0,0.0,0
1,1008,3,4,1,1,9.97,9.97,5500,6875,1375,25.0,0.05,3427.19,1.12,0
2,1008,0,0,0,0,9.97,9.97,5390,5390,0,0.0,0.0,0.0,0.0,0
3,1008,0,0,0,0,9.97,9.97,5335,5335,0,0.0,0.0,0.0,0.0,0
4,1008,0,3,0,1,9.97,9.97,5280,5280,0,0.0,0.0,0.0,0.0,0
5,1008,3,0,1,0,9.97,9.97,5335,6669,1334,25.0,0.05,3324.5,1.12,0
6,1008,1,0,1,0,8.97,9.97,5390,6198,808,15.0,0.1,6179.41,0.365,0
7,1008,3,0,1,0,9.97,9.97,5500,6875,1375,25.0,0.05,3427.19,1.12,0
8,1008,0,4,0,1,9.97,9.97,5610,5610,0,0.0,0.0,0.0,0.0,0
9,1008,0,3,0,1,9.97,9.97,5775,5775,0,0.0,0.0,0.0,0.0,0
10,1008,4,0,1,0,9.97,9.97,5940,6653,713,12.0,0.03,1989.91,1.0,0
11,1008,0,0,0,0,9.97,9.97,6050,6050,0,0.0,0.0,0.0,0.0,0
12,1008,2,1,1,1,8.97,8.97,6160,8008,1848,30.0,0.0,0.0,5158.877,0
13,1008,0,0,0,0,9.97,9.97,6050,6050,0,0.0,0.0,0.0,0.0,0
14,1008,0,0,0,0,9.97,9.97,5940,5940,0,0.0,0.0,0.0,0.0,0
15,1008,0,0,0,0,9.97,9.97,5775,5775,0,0.0,0.0,0.0,0.0,0
16,1008,0,0,0,0,9.97,9.97,5610,5610,0,0.0,0.0,0.0,0.0,0
17,1008,0,0,0,0,9.97,9.97,5500,5500,0,0.0,0.0,0.0,0.0,0
18,1008,1,0,1,0,8.97,9.97,5390,6198,808,15.0,0.1,6179.41,0.365,0
19,1008,0,2,0,1,9.97,8.97,5335,5335,0,0.0,0.0,0.0,0.0,0
20,1008,0,0,0,0,9.97,9.97,5390,5390,0,0.0,0.0,0.0,0.0,0
21,1008,4,0,1,0,9.97,9.97,5500,6160,660,12.0,0.03,1842.46,1.0,0
22,1008,0,0,0,0,9.97,9.97,5610,5610,0,0.0,0.0,0.0,0.0,0
23,1008,0,0,0,0,9.97,9.97,5775,5775,0,0.0,0.0,0.0,0.0,0
24,1008,0,0,0,0,9.97,9.97,5940,5940,0,0.0,0.0,0.0,0.0,0
25,1008,0,0,0,0,9.97,9.97,6050,6050,0,0.0,0.0,0.0,0.0,0
26,1008,0,0,0,0,9.97,9.97,6160,6160,0,0.0,0.0,0.0,0.0,0
27,1008,0,0,0,0,9.97,9.97,6050,6050,0,0.0,0.0,0.0,0.0,0
28,1008,0,0,0,0,9.97,9.97,5940,5940,0,0.0,0.0,0.0,0.0,0
29,1008,1,0,1,0,8.97,9.97,5775,6641,866,15.0,0.1,6621.08,0.365,0
30,1008,2,0,1,0,8.97,9.97,5610,7293,1683,30.0,0.0,0.0,4698.263,0
31,1008,0,0,0,0,9.97,9.97,5500,5500,0,0.0,0.0,0.0,0.0,0
32,1008,0,0,0,0,9.97,9.97,5390,5390,0,0.0,0.0,0.0,0.0,0
33,1008,0,0,0,0,9.97,9.97,5335,5335,0,0.0,0.0,0.0,0.0,0
34,1008,0,0,0,0,9.97,9.97,5280,5280,0,0.0,0.0,0.0,0.0,0
35,1008,1,0,1,0,8.97,9.97,5335,6135,800,15.0,0.1,6116.6,0.365,0
36,1008,0,0,0,0,9.97,9.97,5390,5390,0,0.0,0.0,0.0,0.0,0
37,1008,0,0,0,0,9.97,9.97,5500,5500,0,0.0,0.0,0.0,0.0,0
38,1008,1,0,1,0,8.97,9.97,5610,6451,841,15.0,0.1,6431.65,0.365,0
39,1008,0,0,0,0,9.97,9.97,5775,5775,0,0.0,0.0,0.0,0.0,0
40,1008,0,3,0,1,9.97,9.97,5940,5940,0,0.0,0.0,0.0,0.0,0
41,1008,1,0,1,0,8.97,9.97,6160,7084,924,15.0,0.1,7062.75,0.365,0
42,1008,0,0,0,0,9.97,9.97,6325,6325,0,0.0,0.0,0.0,0.0,0
43,1008,0,0,0,0,9.97,9.97,6490,6490,0,0.0,0.0,0.0,0.0,0
44,1008,0,0,0,0,9.97,9.97,6600,6600,0,0.0,0.0,0.0,0.0,0
45,1008,0,0,0,0,9.97,9.97,6710,6710,0,0.0,0.0,0.0,0.0,0
46,1008,0,3,0,1,9.97,9.97,6875,6875,0,0.0,0.0,0.0,0.0,0
47,1008,0,1,0,1,9.97,8.97,7040,7040,0,0.0,0.0,0.0,0.0,0
48,1008,0,0,0,0,9.97,9.97,7150,7150,0,0.0,0.0,0.0,0.0,0
49,1008,0,0,0,0,9.97,9.97,6875,6875,0,0.0,0.0,0.0,0.0,0
50,1008,4,1,1,1,9.97,8.97,6600,7392,792,12.0,0.03,2210.95,1.0,0
51,1008,0,0,0,0,9.97,9.97,6325,6325,0,0.0,0.0,0.0,0.0,0
52,1008,3,4,1,1,9.97,9.97,6050,7562,1512,25.0,0.05,3769.66,1.12,0
1,1009,0,0,0,0,5.97,5.97,4250,4250,0,0.0,0.0,0.0,0.0,0
2,1009,1,0,1,0,5.37,5.97,4165,4790,625,15.0,0.1,2859.63,0.365,0
3,1009,0,0,0,0,5.97,5.97,4122,4122,0,0.0,0.0,0.0,0.0,0
4,1009,0,0,0,0,5.97,5.97,4080,4080,0,0.0,0.0,0.0,0.0,0
5,1009,0,0,0,0,5.97,5.97,4122,4122,0,0.0,0.0,0.0,0.0,0
6,1009,0,2,0,1,5.97,5.37,4165,4165,0,0.0,0.0,0.0,0.0,0
7,1009,0,3,0,1,5.97,5.97,4250,4250,0,0.0,0.0,0.0,0.0,0
8,1009,0,3,0,1,5.97,5.97,4335,4335,0,0.0,0.0,0.0,0.0,0
9,1009,0,3,0,1,5.97,5.97,4462,4462,0,0.0,0.0,0.0,0.0,0
10,1009,0,0,0,0,5.97,5.97,4590,4590,0,0.0,0.0,0.0,0.0,0
11,1009,0,0,0,0,5.97,5.97,4675,4675,0,0.0,0.0,0.0,0.0,0
12,1009,4,0,1,0,5.97,5.97,4760,5331,571,12.0,0.03,954.78,1.0,0
13,1009,0,0,0,0,5.97,5.97,4675,4675,0,0.0,0.0,0.0,0.0,0
14,1009,0,3,0,1,5.97,5.97,4590,4590,0,0.0,0.0,0.0,0.0,0
15,1009,0,0,0,0,5.97,5.97,4462,4462,0,0.0,0.0,0.0,0.0,0
16,1009,0,1,0,1,5.97,5.37,4335,4335,0,0.0,0.0,0.0,0.0,0
17,1009,0,2,0,1,5.97,5.37,4250,4250,0,0.0,0.0,0.0,0.0,0
18,1009,0,3,0,1,5.97,5.97,4165,4165,0,0.0,0.0,0.0,0.0,0
19,1009,0,0,0,0,5.97,5.97,4122,4122,0,0.0,0.0,0.0,0.0,0
20,1009,0,3,0,1,5.97,5.97,4165,4165,0,0.0,0.0,0.0,0.0,0
21,1009,4,0,1,0,5.97,5.97,4250,4760,510,12.0,0.03,852.52,1.0,0
22,1009,0,0,0,0,5.97,5.97,4335,4335,0,0.0,0.0,0.0,0.0,0
23,1009,1,0,1,0,5.37,5.97,4462,5131,669,15.0,0.1,3063.21,0.365,0
24,1009,0,0,0,0,5.97,5.97,4590,4590,0,0.0,0.0,0.0,0.0,0
25,1009,4,0,1,0,5.97,5.97,4675,5236,561,12.0,0.03,937.77,1.0,0
26,1009,0,0,0,0,5.97,5.97,4760,4760,0,0.0,0.0,0.0,0.0,0
27,1009,0,0,0,0,5.97,5.97,4675,4675,0,0.0,0.0,0.0,0.0,0
28,1009,0,0,0,0,5.97,5.97,4590,4590,0,0.0,0.0,0.0,0.0,0
29,1009,0,0,0,0,5.97,5.97,4462,4462,0,0.0,0.0,0.0,0.0,0
30,1009,0,0,0,0,5.97,5.97,4335,4335,0,0.0,0.0,0.0,0.0,0
31,1009,0,0,0,0,5.97,5.97,4250,4250,0,0.0,0.0,0.0,0.0,0
32,1009,1,0,1,0,5.37,5.97,4165,4790,625,15.0,0.1,2859.63,0.365,0
33,1009,0,2,0,1,5.97,5.37,4122,4122,0,0.0,0.0,0.0,0.0,0
34,1009,0,1,0,1,5.97,5.37,4080,4080,0,0.0,0.0,0.0,0.0,0
35,1009,0,0,0,0,5.97,5.97,4122,4122,0,0.0,0.0,0.0,0.0,0
36,1009,0,0,0,0,5.97,5.97,4165,4165,0,0.0,0.0,0.0,0.0,0
37,1009,0,0,0,0,5.97,5.97,4250,4250,0,0.0,0.0,0.0,0.0,0
38,1009,0,0,0,0,5.97,5.97,4335,4335,0,0.0,0.0,0.0,0.0,0
39,1009,4,0,1,0,5.97,5.97,4462,4997,535,12.0,0.03,894.96,0.999,1
40,1009,0,0,0,0,5.97,5.97,4590,4590,0,0.0,0.0,0.0,0.0,0
41,1009,1,0,1,0,5.37,5.97,4760,5474,714,15.0,0.1,3267.98,0.365,0
42,1009,0,1,0,1,5.97,5.37,4887,4887,0,0.0,0.0,0.0,0.0,0
43,1009,0,0,0,0,5.97,5.97,5015,5015,0,0.0,0.0,0.0,0.0,0
44,1009,0,3,0,1,5.97,5.97,5100,5100,0,0.0,0.0,0.0,0.0,0
45,1009,0,0,0,0,5.97,5.97,5185,5185,0,0.0,0.0,0.0,0.0,0
46,1009,1,0,1,0,5.37,5.97,5312,6109,797,15.0,0.1,3647.07,0.365,0
47,1009,0,0,0,0,5.97,5.97,5440,5440,0,0.0,0.0,0.0,0.0,0
48,1009,0,0,0,0,5.97,5.97,5525,5525,0,0.0,0.0,0.0,0.0,0
49,1009,0,0,0,0,5.97,5.97,5312,5312,0,0.0,0.0,0.0,0.0,0
50,1009,4,0,1,0,5.97,5.97,5100,5712,612,12.0,0.03,1023.02,1.0,0
51,1009,1,0,1,0,5.37,5.97,4887,5620,733,15.0,0.1,3355.14,0.365,0
52,1009,4,0,1,0,5.97,5.97,4675,5236,561,12.0,0.03,937.77,1.0,0
1,1010,0,1,0,1,8.97,8.07,4845,4845,0,0.0,0.0,0.0,0.0,0
2,1010,1,0,1,0,8.07,8.97,4750,5462,712,15.0,0.1,4899.41,0.365,0
3,1010,0,0,0,0,8.97,8.97,4655,4655,0,0.0,0.0,0.0,0.0,0
4,1010,0,0,0,0,8.97,8.97,4608,4608,0,0.0,0.0,0.0,0.0,0
5,1010,0,0,0,0,8.97,8.97,4655,4655,0,0.0,0.0,0.0,0.0,0
6,1010,0,3,0,1,8.97,8.97,4750,4750,0,0.0,0.0,0.0,0.0,0
7,1010,0,0,0,0,8.97,8.97,4845,4845,0,0.0,0.0,0.0,0.0,0
8,1010,0,0,0,0,8.97,8.97,4988,4988,0,0.0,0.0,0.0,0.0,0
9,1010,0,0,0,0,8.97,8.97,5130,5130,0,0.0,0.0,0.0,0.0,0
10,1010,0,0,0,0,8.97,8.97,5225,5225,0,0.0,0.0,0.0,0.0,0
11,1010,1,0,1,0,8.07,8.97,5320,6118,798,15.0,0.1,5487.85,0.365,0
12,1010,3,1,1,1,8.97,8.07,5225,6531,1306,25.0,0.05,2929.15,1.12,0
13,1010,0,4,0,1,8.97,8.97,5130,5130,0,0.0,0.0,0.0,0.0,0
14,1010,0,0,0,0,8.97,8.97,4988,4988,0,0.0,0.0,0.0,0.0,0
15,1010,2,1,1,1,8.07,8.07,4892,6360,1468,30.0,0.0,0.0,3687.029,0
16,1010,0,0,0,0,8.97,8.97,4845,4845,0,0.0,0.0,0.0,0.0,0
17,1010,0,0,0,0,8.97,8.97,4750,4750,0,0.0,0.0,0.0,0.0,0
18,1010,0,0,0,0,8.97,8.97,4655,4655,0,0.0,0.0,0.0,0.0,0
19,1010,0,0,0,0,8.97,8.97,4608,4608,0,0.0,0.0,0.0,0.0,0
20,1010,0,0,0,0,8.97,8.97,4655,4655,0,0.0,0.0,0.0,0.0,0
21,1010,0,0,0,0,8.97,8.97,4750,4750,0,0.0,0.0,0.0,0.0,0
22,1010,4,0,1,0,8.97,8.97,4845,5426,581,12.0,0.03,1460.14,0.999,0
23,1010,0,0,0,0,8.97,8.97,4988,4988,0,0.0,0.0,0.0,0.0,0
24,1010,0,1,0,1,8.97,8.07,5130,5130,0,0.0,0.0,0.0,0.0,0
25,1010,0,0,0,0,8.97,8.97,5225,5225,0,0.0,0.0,0.0,0.0,0
26,1010,0,0,0,0,8.97,8.97,5130,5130,0,0.0,0.0,0.0,0.0,0
27,1010,0,4,0,1,8.97,8.97,4988,4988,0,0.0,0.0,0.0,0.0,0
28,1010,0,0,0,0,8.97,8.97,4845,4845,0,0.0,0.0,0.0,0.0,0
29,1010,0,0,0,0,8.97,8.97,4750,4750,0,0.0,0.0,0.0,0.0,0
30,1010,0,0,0,0,8.97,8.97,4655,4655,0,0.0,0.0,0.0,0.0,0
31,1010,1,4,1,1,8.07,8.97,4608,5299,691,15.0,0.1,4753.2,0.365,0
32,1010,0,1,0,1,8.97,8.07,4655,4655,0,0.0,0.0,0.0,0.0,0
33,1010,0,0,0,0,8.97,8.97,4750,4750,0,0.0,0.0,0.0,0.0,0
34,1010,2,0,1,0,8.07,8.97,4845,6298,1453,30.0,0.0,0.0,3649.355,0
35,1010,0,0,0,0,8.97,8.97,4988,4988,0,0.0,0.0,0.0,0.0,0
36,1010,0,3,0,1,8.97,8.97,5130,5130,0,0.0,0.0,0.0,0.0,0
37,1010,1,0,1,0,8.07,8.97,5225,6009,784,15.0,0.1,5390.07,0.365,0
38,1010,0,0,0,0,8.97,8.97,5320,5320,0,0.0,0.0,0.0,0.0,0
39,1010,0,0,0,0,8.97,8.97,5225,5225,0,0.0,0.0,0.0,0.0,0
40,1010,0,0,0,0,8.97,8.97,5130,5130,0,0.0,0.0,0.0,0.0,0
41,1010,1,0,1,0,8.07,8.97,4988,5736,748,15.0,0.1,5145.19,0.365,0
42,1010,0,0,0,0,8.97,8.97,4845,4845,0,0.0,0.0,0.0,0.0,0
43,1010,0,0,0,0,8.97,8.97,4750,4750,0,0.0,0.0,0.0,0.0,0
44,1010,1,0,1,0,8.07,8.97,4845,5572,727,15.0,0.1,4998.08,0.365,0
45,1010,0,0,0,0,8.97,8.97,4988,4988,0,0.0,0.0,0.0,0.0,0
46,1010,0,0,0,0,8.97,8.97,5130,5130,0,0.0,0.0,0.0,0.0,0
47,1010,1,0,1,0,8.07,8.97,5320,6118,798,15.0,0.1,5487.85,0.365,0
48,1010,0,0,0,0,8.97,8.97,5462,5462,0,0.0,0.0,0.0,0.0,0
49,1010,0,0,0,0,8.97,8.97,5320,5320,0,0.0,0.0,0.0,0.0,0
50,1010,0,0,0,0,8.97,8.97,5225,5225,0,0.0,0.0,0.0,0.0,0
51,1010,0,0,0,0,8.97,8.97,5130,5130,0,0.0,0.0,0.0,0.0,0
52,1010,0,3,0,1,8.97,8.97,4988,4988,0,0.0,0.0,0.0,0.0,0
