week_id,store_id,item_id,on_hand_units_bop,receipt_units,sold_units,on_hand_units_eop,lost_sales_units,demand_forecast_units,weeks_of_supply,days_of_supply,in_stock_flag,fill_rate,lead_time_days,reorder_point_units,case_pack_qty
10,103,1002,116,264,116,264,1,117,2.26,6.9,1,0.9915,5,102,6
11,103,1002,264,0,104,160,0,104,1.54,17.8,1,1.0,5,90,6
12,103,1002,160,0,107,53,0,107,0.5,10.5,1,1.0,5,96,6
13,103,1002,53,204,53,204,57,110,1.85,3.4,0,0.4818,5,96,6
14,103,1002,204,0,112,92,0,112,0.82,12.8,1,1.0,5,102,6
15,103,1002,92,192,92,192,22,114,1.68,5.6,1,0.807,5,102,6
16,103,1002,192,0,112,80,0,112,0.71,12.0,1,1.0,5,102,6
17,103,1002,80,186,80,186,30,110,1.69,5.1,1,0.7273,5,96,6
18,103,1002,186,0,107,79,0,107,0.74,12.2,1,1.0,5,96,6
19,103,1002,79,198,79,198,26,105,1.89,5.3,1,0.7524,5,96,6
20,103,1002,198,0,117,81,0,117,0.69,11.8,1,1.0,5,102,6
21,103,1002,81,198,81,198,18,99,2.0,5.7,1,0.8182,5,90,6
22,103,1002,198,0,97,101,0,97,1.04,14.3,1,1.0,5,84,6
23,103,1002,101,222,95,228,0,95,2.4,7.4,1,1.0,5,84,6
24,103,1002,228,0,108,120,0,108,1.11,14.8,1,1.0,5,96,6
25,103,1002,120,0,97,23,0,97,0.24,8.7,1,1.0,5,84,6
26,103,1002,23,276,23,276,107,130,2.12,1.2,0,0.1769,5,114,6
27,103,1002,276,0,102,174,0,102,1.71,18.9,1,1.0,5,90,6
28,103,1002,174,0,104,70,0,104,0.67,11.7,1,1.0,5,90,6
29,103,1002,70,234,70,234,37,107,2.19,4.6,1,0.6542,5,96,6
30,103,1002,234,0,110,124,0,110,1.13,14.9,1,1.0,5,96,6
31,103,1002,124,276,112,288,0,112,2.57,7.8,1,1.0,5,102,6
32,103,1002,288,0,114,174,0,114,1.53,17.7,1,1.0,5,102,6
33,103,1002,174,0,129,45,0,129,0.35,9.4,1,1.0,5,114,6
34,103,1002,45,210,45,210,65,110,1.91,2.9,0,0.4091,5,96,6
35,103,1002,210,0,107,103,0,107,0.96,13.7,1,1.0,5,96,6
36,103,1002,103,198,103,198,1,104,1.9,6.9,1,0.9904,5,90,6
37,103,1002,198,0,128,70,0,128,0.55,10.8,1,1.0,5,114,6
38,103,1002,70,240,70,240,30,100,2.4,4.9,1,0.7,5,90,6
39,103,1002,240,0,99,141,0,99,1.42,17.0,1,1.0,5,90,6
40,103,1002,141,0,98,43,0,98,0.44,10.1,1,1.0,5,90,6
41,103,1002,43,228,43,228,87,130,1.75,2.3,0,0.3308,5,114,6
42,103,1002,228,0,102,126,0,102,1.24,15.6,1,1.0,5,90,6
43,103,1002,126,0,104,22,0,104,0.21,8.5,1,1.0,5,90,6
44,103,1002,22,240,22,240,85,107,2.24,1.4,0,0.2056,5,96,6
45,103,1002,240,0,112,128,0,112,1.14,15.0,1,1.0,5,102,6
46,103,1002,128,264,117,275,0,117,2.35,7.7,1,1.0,5,102,6
47,103,1002,275,0,122,153,0,122,1.25,15.8,1,1.0,5,108,6
48,103,1002,153,0,120,33,0,120,0.28,8.9,1,1.0,5,108,6
49,103,1002,33,210,33,210,98,131,1.6,1.8,0,0.2519,5,114,6
50,103,1002,210,0,112,98,0,112,0.88,13.1,1,1.0,5,102,6
51,103,1002,98,216,98,216,12,110,1.96,6.2,1,0.8909,5,96,6
52,103,1002,216,0,107,109,0,107,1.02,14.1,1,1.0,5,96,6
1,688,1002,348,0,176,172,0,176,0.98,13.8,1,1.0,5,156,6
2,688,1002,172,282,168,286,0,168,1.7,7.2,1,1.0,5,150,6
3,688,1002,286,0,165,121,0,165,0.73,12.1,1,1.0,5,150,6
4,688,1002,121,312,121,312,39,160,1.95,5.3,1,0.7562,5,144,6
5,688,1002,312,0,156,156,0,156,1.0,14.0,1,1.0,5,138,6
6,688,1002,156,276,155,277,0,155,1.79,7.0,1,1.0,5,138,6
7,688,1002,277,0,177,100,0,177,0.56,11.0,1,1.0,5,156,6
8,688,1002,100,426,100,426,85,185,2.3,3.8,1,0.5405,5,168,6
9,688,1002,426,0,165,261,0,165,1.58,18.1,1,1.0,5,150,6
10,688,1002,261,0,193,68,0,193,0.35,9.5,1,1.0,5,174,6
11,688,1002,68,414,68,414,103,171,2.42,2.8,0,0.3977,5,150,6
12,688,1002,414,0,176,238,0,176,1.35,16.5,1,1.0,5,156,6
13,688,1002,238,0,181,57,0,181,0.31,9.2,1,1.0,5,162,6
14,688,1002,57,426,57,426,128,185,2.3,2.2,0,0.3081,5,168,6
15,688,1002,426,0,188,238,0,188,1.27,15.9,1,1.0,5,168,6
16,688,1002,238,0,185,53,0,185,0.29,9.0,1,1.0,5,168,6
17,688,1002,53,318,53,318,128,181,1.76,2.0,0,0.2928,5,162,6
18,688,1002,318,0,176,142,0,176,0.81,12.6,1,1.0,5,156,6
19,688,1002,142,306,142,306,31,173,1.77,5.7,1,0.8208,5,156,6
20,688,1002,306,0,193,113,0,193,0.59,11.1,1,1.0,5,174,6
21,688,1002,113,288,113,288,50,163,1.77,4.9,1,0.6933,5,144,6
22,688,1002,288,0,160,128,0,160,0.8,12.6,1,1.0,5,144,6
23,688,1002,128,258,128,258,28,156,1.65,5.7,1,0.8205,5,138,6
24,688,1002,258,0,178,80,0,178,0.45,10.1,1,1.0,5,156,6
25,688,1002,80,390,80,390,80,160,2.44,3.5,1,0.5,5,144,6
26,688,1002,390,0,214,176,0,214,0.82,12.8,1,1.0,5,192,6
27,688,1002,176,318,168,326,0,168,1.94,7.3,1,1.0,5,150,6
28,688,1002,326,0,171,155,0,171,0.91,13.3,1,1.0,5,150,6
29,688,1002,155,306,155,306,21,176,1.74,6.2,1,0.8807,5,156,6
30,688,1002,306,0,181,125,0,181,0.69,11.8,1,1.0,5,162,6
31,688,1002,125,432,125,432,60,185,2.34,4.7,1,0.6757,5,168,6
32,688,1002,432,0,188,244,0,188,1.3,16.1,1,1.0,5,168,6
33,688,1002,244,402,213,433,0,213,2.03,8.0,1,1.0,5,192,6
34,688,1002,433,0,181,252,0,181,1.39,16.7,1,1.0,5,162,6
35,688,1002,252,0,176,76,0,176,0.43,10.0,1,1.0,5,156,6
36,688,1002,76,264,76,264,95,171,1.54,3.1,0,0.4444,5,150,6
37,688,1002,264,0,210,54,0,210,0.26,8.8,1,1.0,5,186,6
38,688,1002,54,276,54,276,111,165,1.67,2.3,0,0.3273,5,150,6
39,688,1002,276,0,163,113,0,163,0.69,11.9,1,1.0,5,144,6
40,688,1002,113,342,113,342,48,161,2.12,4.9,1,0.7019,5,144,6
41,688,1002,342,0,214,128,0,214,0.6,11.2,1,1.0,5,192,6
42,688,1002,128,384,128,384,40,168,2.29,5.3,1,0.7619,5,150,6
43,688,1002,384,0,171,213,0,171,1.25,15.7,1,1.0,5,150,6
44,688,1002,213,0,176,37,0,176,0.21,8.5,1,1.0,5,156,6
45,688,1002,37,318,37,318,148,185,1.72,1.4,0,0.2,5,168,6
46,688,1002,318,0,193,125,0,193,0.65,11.5,1,1.0,5,174,6
47,688,1002,125,486,125,486,77,202,2.41,4.3,1,0.6188,5,180,6
48,688,1002,486,0,198,288,0,198,1.45,17.2,1,1.0,5,174,6
49,688,1002,288,0,216,72,0,216,0.33,9.3,1,1.0,5,192,6
50,688,1002,72,432,72,432,113,185,2.34,2.7,0,0.3892,5,168,6
51,688,1002,432,0,181,251,0,181,1.39,16.7,1,1.0,5,162,6
52,688,1002,251,0,176,75,0,176,0.43,10.0,1,1.0,5,156,6
1,636,1002,198,0,70,128,0,70,1.83,19.8,1,1.0,5,60,6
2,636,1002,128,0,66,62,0,66,0.94,13.6,1,1.0,5,60,6
3,636,1002,62,114,62,114,3,65,1.75,6.7,1,0.9538,5,60,6
4,636,1002,114,0,63,51,0,63,0.81,12.7,1,1.0,5,54,6
5,636,1002,51,96,51,96,11,62,1.55,5.8,1,0.8226,5,54,6
6,636,1002,96,0,61,35,0,61,0.57,11.0,1,1.0,5,54,6
7,636,1002,35,168,35,168,35,70,2.4,3.5,1,0.5,5,60,6
8,636,1002,168,0,73,95,0,73,1.3,16.1,1,1.0,5,66,6
9,636,1002,95,0,65,30,0,65,0.46,10.2,1,1.0,5,60,6
10,636,1002,30,138,30,138,46,76,1.82,2.8,0,0.3947,5,66,6
11,636,1002,138,0,68,70,0,68,1.03,14.2,1,1.0,5,60,6
12,636,1002,70,150,70,150,0,70,2.14,7.0,1,1.0,5,60,6
13,636,1002,150,0,72,78,0,72,1.08,14.6,1,1.0,5,66,6
14,636,1002,78,162,73,167,0,73,2.29,7.5,1,1.0,5,66,6
15,636,1002,167,0,74,93,0,74,1.26,15.8,1,1.0,5,66,6
16,636,1002,93,0,73,20,0,73,0.27,8.9,1,1.0,5,66,6
17,636,1002,20,120,20,120,52,72,1.67,1.9,0,0.2778,5,66,6
18,636,1002,120,0,70,50,0,70,0.71,12.0,1,1.0,5,60,6
19,636,1002,50,156,50,156,18,68,2.29,5.1,1,0.7353,5,60,6
20,636,1002,156,0,76,80,0,76,1.05,14.4,1,1.0,5,66,6
21,636,1002,80,0,64,16,0,64,0.25,8.8,1,1.0,5,60,6
22,636,1002,16,156,16,156,47,63,2.48,1.8,0,0.254,5,54,6
23,636,1002,156,0,62,94,0,62,1.52,17.6,1,1.0,5,54,6
24,636,1002,94,0,70,24,0,70,0.34,9.4,1,1.0,5,60,6
25,636,1002,24,138,24,138,39,63,2.19,2.7,0,0.381,5,54,6
26,636,1002,138,0,84,54,0,84,0.64,11.5,1,1.0,5,72,6
27,636,1002,54,126,54,126,12,66,1.91,5.7,1,0.8182,5,60,6
28,636,1002,126,0,68,58,0,68,0.85,13.0,1,1.0,5,60,6
29,636,1002,58,168,58,168,12,70,2.4,5.8,1,0.8286,5,60,6
30,636,1002,168,0,72,96,0,72,1.33,16.3,1,1.0,5,66,6
31,636,1002,96,0,73,23,0,73,0.32,9.2,1,1.0,5,66,6
32,636,1002,23,150,23,150,51,74,2.03,2.2,0,0.3108,5,66,6
33,636,1002,150,0,84,66,0,84,0.79,12.5,1,1.0,5,72,6
34,636,1002,66,162,66,162,6,72,2.25,6.4,1,0.9167,5,66,6
35,636,1002,162,0,70,92,0,70,1.31,16.2,1,1.0,5,60,6
36,636,1002,92,0,68,24,0,68,0.35,9.5,1,1.0,5,60,6
37,636,1002,24,192,24,192,59,83,2.31,2.0,0,0.2892,5,72,6
38,636,1002,192,0,65,127,0,65,1.95,20.7,1,1.0,5,60,6
39,636,1002,127,0,64,63,0,64,0.98,13.9,1,1.0,5,60,6
40,636,1002,63,144,63,144,1,64,2.25,6.9,1,0.9844,5,60,6
41,636,1002,144,0,84,60,0,84,0.71,12.0,1,1.0,5,72,6
42,636,1002,60,120,60,120,6,66,1.82,6.4,1,0.9091,5,60,6
43,636,1002,120,0,68,52,0,68,0.76,12.4,1,1.0,5,60,6
44,636,1002,52,114,52,114,18,70,1.63,5.2,1,0.7429,5,60,6
45,636,1002,114,0,73,41,0,73,0.56,10.9,1,1.0,5,66,6
46,636,1002,41,132,41,132,35,76,1.74,3.8,1,0.5395,5,66,6
47,636,1002,132,0,80,52,0,80,0.65,11.5,1,1.0,5,72,6
48,636,1002,52,156,52,156,26,78,2.0,4.7,1,0.6667,5,72,6
49,636,1002,156,0,85,71,0,85,0.84,12.8,1,1.0,5,78,6
50,636,1002,71,144,71,144,2,73,1.97,6.8,1,0.9726,5,66,6
51,636,1002,144,0,72,72,0,72,1.0,14.0,1,1.0,5,66,6
52,636,1002,72,144,70,146,0,70,2.09,7.2,1,1.0,5,60,6
1,697,1002,240,0,107,133,0,107,1.24,15.7,1,1.0,5,96,6
2,697,1002,133,0,102,31,0,102,0.3,9.1,1,1.0,5,90,6
3,697,1002,31,228,31,228,69,100,2.28,2.2,0,0.31,5,90,6
4,697,1002,228,0,97,131,0,97,1.35,16.5,1,1.0,5,84,6
5,697,1002,131,0,95,36,0,95,0.38,9.7,1,1.0,5,84,6
6,697,1002,36,228,36,228,58,94,2.43,2.7,0,0.383,5,84,6
7,697,1002,228,0,107,121,0,107,1.13,14.9,1,1.0,5,96,6
8,697,1002,121,198,113,206,0,113,1.82,7.5,1,1.0,5,102,6
9,697,1002,206,0,100,106,0,100,1.06,14.4,1,1.0,5,90,6
10,697,1002,106,264,106,264,11,117,2.26,6.3,1,0.906,5,102,6
11,697,1002,264,0,104,160,0,104,1.54,17.8,1,1.0,5,90,6
12,697,1002,160,0,107,53,0,107,0.5,10.5,1,1.0,5,96,6
13,697,1002,53,240,53,240,57,110,2.18,3.4,0,0.4818,5,96,6
14,697,1002,240,0,112,128,0,112,1.14,15.0,1,1.0,5,102,6
15,697,1002,128,228,114,242,0,114,2.12,7.9,1,1.0,5,102,6
16,697,1002,242,0,112,130,0,112,1.16,15.1,1,1.0,5,102,6
17,697,1002,130,186,110,206,0,110,1.87,8.3,1,1.0,5,96,6
18,697,1002,206,0,107,99,0,107,0.93,13.5,1,1.0,5,96,6
19,697,1002,99,240,99,240,6,105,2.29,6.6,1,0.9429,5,96,6
20,697,1002,240,0,117,123,0,117,1.05,14.4,1,1.0,5,102,6
21,697,1002,123,0,99,24,0,99,0.24,8.7,1,1.0,5,90,6
22,697,1002,24,240,24,240,73,97,2.47,1.7,0,0.2474,5,84,6
23,697,1002,240,0,95,145,0,95,1.53,17.7,1,1.0,5,84,6
24,697,1002,145,0,108,37,0,108,0.34,9.4,1,1.0,5,96,6
25,697,1002,37,216,37,216,60,97,2.23,2.7,0,0.3814,5,84,6
26,697,1002,216,0,130,86,0,130,0.66,11.6,1,1.0,5,114,6
27,697,1002,86,246,86,246,16,102,2.41,5.9,1,0.8431,5,90,6
28,697,1002,246,0,104,142,0,104,1.37,16.6,1,1.0,5,90,6
29,697,1002,142,0,107,35,0,107,0.33,9.3,1,1.0,5,96,6
30,697,1002,35,276,35,276,75,110,2.51,2.2,0,0.3182,5,96,6
31,697,1002,276,0,112,164,0,112,1.46,17.2,1,1.0,5,102,6
32,697,1002,164,0,114,50,0,114,0.44,10.1,1,1.0,5,102,6
33,697,1002,50,240,50,240,79,129,1.86,2.7,0,0.3876,5,114,6
34,697,1002,240,0,110,130,0,110,1.18,15.3,1,1.0,5,96,6
35,697,1002,130,0,107,23,0,107,0.21,8.5,1,1.0,5,96,6
36,697,1002,23,222,23,222,81,104,2.13,1.5,0,0.2212,5,90,6
37,697,1002,222,0,128,94,0,128,0.73,12.1,1,1.0,5,114,6
38,697,1002,94,198,94,198,6,100,1.98,6.6,1,0.94,5,90,6
39,697,1002,198,0,99,99,0,99,1.0,14.0,1,1.0,5,90,6
40,697,1002,99,246,98,247,0,98,2.52,7.1,1,1.0,5,90,6
41,697,1002,247,0,130,117,0,130,0.9,13.3,1,1.0,5,114,6
42,697,1002,117,162,102,177,0,102,1.74,8.0,1,1.0,5,90,6
43,697,1002,177,0,104,73,0,104,0.7,11.9,1,1.0,5,90,6
44,697,1002,73,204,73,204,34,107,1.91,4.8,1,0.6822,5,96,6
45,697,1002,204,0,112,92,0,112,0.82,12.8,1,1.0,5,102,6
46,697,1002,92,276,92,276,25,117,2.36,5.5,1,0.7863,5,102,6
47,697,1002,276,0,122,154,0,122,1.26,15.8,1,1.0,5,108,6
48,697,1002,154,0,120,34,0,120,0.28,9.0,1,1.0,5,108,6
49,697,1002,34,234,34,234,97,131,1.79,1.8,0,0.2595,5,114,6
50,697,1002,234,0,112,122,0,112,1.09,14.6,1,1.0,5,102,6
51,697,1002,122,252,110,264,0,110,2.4,7.8,1,1.0,5,96,6
52,697,1002,264,0,107,157,0,107,1.47,17.3,1,1.0,5,96,6
1,469,1002,336,0,150,186,0,150,1.24,15.7,1,1.0,5,132,6
2,469,1002,186,0,143,43,0,143,0.3,9.1,1,1.0,5,126,6
3,469,1002,43,348,43,348,97,140,2.49,2.1,0,0.3071,5,126,6
4,469,1002,348,0,136,212,0,136,1.56,17.9,1,1.0,5,120,6
5,469,1002,212,0,133,79,0,133,0.59,11.2,1,1.0,5,120,6
6,469,1002,79,312,79,312,52,131,2.38,4.2,1,0.6031,5,114,6
7,469,1002,312,0,150,162,0,150,1.08,14.6,1,1.0,5,132,6
8,469,1002,162,282,158,286,0,158,1.81,7.2,1,1.0,5,144,6
9,469,1002,286,0,140,146,0,140,1.04,14.3,1,1.0,5,126,6
10,469,1002,146,372,146,372,18,164,2.27,6.2,1,0.8902,5,144,6
11,469,1002,372,0,146,226,0,146,1.55,17.8,1,1.0,5,132,6
12,469,1002,226,0,150,76,0,150,0.51,10.5,1,1.0,5,132,6
13,469,1002,76,282,76,282,78,154,1.83,3.5,0,0.4935,5,138,6
14,469,1002,282,0,157,125,0,157,0.8,12.6,1,1.0,5,138,6
15,469,1002,125,336,125,336,35,160,2.1,5.5,1,0.7812,5,144,6
16,469,1002,336,0,157,179,0,157,1.14,15.0,1,1.0,5,138,6
17,469,1002,179,330,154,355,0,154,2.31,8.1,1,1.0,5,138,6
18,469,1002,355,0,150,205,0,150,1.37,16.6,1,1.0,5,132,6
19,469,1002,205,0,147,58,0,147,0.39,9.8,1,1.0,5,132,6
20,469,1002,58,384,58,384,106,164,2.34,2.5,0,0.3537,5,144,6
21,469,1002,384,0,139,245,0,139,1.76,19.3,1,1.0,5,126,6
22,469,1002,245,0,136,109,0,136,0.8,12.6,1,1.0,5,120,6
23,469,1002,109,204,109,204,24,133,1.53,5.7,1,0.8195,5,120,6
24,469,1002,204,0,151,53,0,151,0.35,9.5,1,1.0,5,132,6
25,469,1002,53,234,53,234,83,136,1.72,2.7,0,0.3897,5,120,6
26,469,1002,234,0,182,52,0,182,0.29,9.0,1,1.0,5,162,6
27,469,1002,52,318,52,318,91,143,2.22,2.5,0,0.3636,5,126,6
28,469,1002,318,0,146,172,0,146,1.18,15.2,1,1.0,5,132,6
29,469,1002,172,312,150,334,0,150,2.23,8.0,1,1.0,5,132,6
30,469,1002,334,0,154,180,0,154,1.17,15.2,1,1.0,5,138,6
31,469,1002,180,312,157,335,0,157,2.13,8.0,1,1.0,5,138,6
32,469,1002,335,0,160,175,0,160,1.09,14.7,1,1.0,5,144,6
33,469,1002,175,282,175,282,6,181,1.56,6.8,1,0.9669,5,162,6
34,469,1002,282,0,154,128,0,154,0.83,12.8,1,1.0,5,138,6
35,469,1002,128,276,128,276,22,150,1.84,6.0,1,0.8533,5,132,6
36,469,1002,276,0,146,130,0,146,0.89,13.2,1,1.0,5,132,6
37,469,1002,130,420,130,420,48,178,2.36,5.1,1,0.7303,5,156,6
38,469,1002,420,0,140,280,0,140,2.0,21.0,1,1.0,5,126,6
39,469,1002,280,0,139,141,0,139,1.01,14.1,1,1.0,5,126,6
40,469,1002,141,210,137,214,0,137,1.56,7.2,1,1.0,5,120,6
41,469,1002,214,348,182,380,0,182,2.09,8.2,1,1.0,5,162,6
42,469,1002,380,0,143,237,0,143,1.66,18.6,1,1.0,5,126,6
43,469,1002,237,0,146,91,0,146,0.62,11.4,1,1.0,5,132,6
44,469,1002,91,366,91,366,59,150,2.44,4.2,1,0.6067,5,132,6
45,469,1002,366,0,157,209,0,157,1.33,16.3,1,1.0,5,138,6
46,469,1002,209,0,164,45,0,164,0.27,8.9,1,1.0,5,144,6
47,469,1002,45,264,45,264,126,171,1.54,1.8,0,0.2632,5,150,6
48,469,1002,264,0,169,95,0,169,0.56,10.9,1,1.0,5,150,6
49,469,1002,95,414,95,414,89,184,2.25,3.6,1,0.5163,5,162,6
50,469,1002,414,0,157,257,0,157,1.64,18.5,1,1.0,5,138,6
51,469,1002,257,0,154,103,0,154,0.67,11.7,1,1.0,5,138,6
52,469,1002,103,264,103,264,47,150,1.76,4.8,1,0.6867,5,132,6
1,640,1002,558,0,194,364,0,194,1.88,20.1,1,1.0,5,174,6
2,640,1002,364,0,185,179,0,185,0.97,13.8,1,1.0,5,168,6
3,640,1002,179,408,179,408,2,181,2.25,6.9,1,0.989,5,162,6
4,640,1002,408,0,176,232,0,176,1.32,16.2,1,1.0,5,156,6
5,640,1002,232,0,172,60,0,172,0.35,9.4,1,1.0,5,156,6
6,640,1002,60,408,60,408,110,170,2.4,2.5,0,0.3529,5,150,6
7,640,1002,408,0,195,213,0,195,1.09,14.6,1,1.0,5,174,6
8,640,1002,213,348,204,357,0,204,1.75,7.3,1,1.0,5,180,6
9,640,1002,357,0,181,176,0,181,0.97,13.8,1,1.0,5,162,6
10,640,1002,176,432,176,432,37,213,2.03,5.8,1,0.8263,5,192,6
11,640,1002,432,0,188,244,0,188,1.3,16.1,1,1.0,5,168,6
12,640,1002,244,0,194,50,0,194,0.26,8.8,1,1.0,5,174,6
13,640,1002,50,456,50,456,150,200,2.28,1.8,0,0.25,5,180,6
14,640,1002,456,0,203,253,0,203,1.25,15.7,1,1.0,5,180,6
15,640,1002,253,0,207,46,0,207,0.22,8.6,1,1.0,5,186,6
16,640,1002,46,354,46,354,157,203,1.74,1.6,0,0.2266,5,180,6
17,640,1002,354,0,200,154,0,200,0.77,12.4,1,1.0,5,180,6
18,640,1002,154,336,154,336,40,194,1.73,5.6,1,0.7938,5,174,6
19,640,1002,336,0,190,146,0,190,0.77,12.4,1,1.0,5,168,6
20,640,1002,146,324,146,324,67,213,1.52,4.8,1,0.6854,5,192,6
21,640,1002,324,0,179,145,0,179,0.81,12.7,1,1.0,5,162,6
22,640,1002,145,432,145,432,31,176,2.45,5.8,1,0.8239,5,156,6
23,640,1002,432,0,172,260,0,172,1.51,17.6,1,1.0,5,156,6
24,640,1002,260,0,196,64,0,196,0.33,9.3,1,1.0,5,174,6
25,640,1002,64,390,64,390,112,176,2.22,2.5,0,0.3636,5,156,6
26,640,1002,390,0,235,155,0,235,0.66,11.6,1,1.0,5,210,6
27,640,1002,155,396,155,396,30,185,2.14,5.9,1,0.8378,5,168,6
28,640,1002,396,0,188,208,0,188,1.11,14.7,1,1.0,5,168,6
29,640,1002,208,438,194,452,0,194,2.33,7.5,1,1.0,5,174,6
30,640,1002,452,0,200,252,0,200,1.26,15.8,1,1.0,5,180,6
31,640,1002,252,0,203,49,0,203,0.24,8.7,1,1.0,5,180,6
32,640,1002,49,420,49,420,158,207,2.03,1.7,0,0.2367,5,186,6
33,640,1002,420,0,234,186,0,234,0.79,12.6,1,1.0,5,210,6
34,640,1002,186,396,186,396,14,200,1.98,6.5,1,0.93,5,180,6
35,640,1002,396,0,194,202,0,194,1.04,14.3,1,1.0,5,174,6
36,640,1002,202,366,188,380,0,188,2.02,7.5,1,1.0,5,168,6
37,640,1002,380,0,231,149,0,231,0.65,11.5,1,1.0,5,204,6
38,640,1002,149,390,149,390,32,181,2.15,5.8,1,0.8232,5,162,6
39,640,1002,390,0,179,211,0,179,1.18,15.3,1,1.0,5,162,6
40,640,1002,211,300,177,334,0,177,1.89,8.3,1,1.0,5,156,6
41,640,1002,334,0,235,99,0,235,0.42,9.9,1,1.0,5,210,6
42,640,1002,99,444,99,444,86,185,2.4,3.7,1,0.5351,5,168,6
43,640,1002,444,0,188,256,0,188,1.36,16.5,1,1.0,5,168,6
44,640,1002,256,0,194,62,0,194,0.32,9.2,1,1.0,5,174,6
45,640,1002,62,468,62,468,141,203,2.31,2.1,0,0.3054,5,180,6
46,640,1002,468,0,213,255,0,213,1.2,15.4,1,1.0,5,192,6
47,640,1002,255,408,222,441,0,222,1.99,8.0,1,1.0,5,198,6
48,640,1002,441,0,218,223,0,218,1.02,14.2,1,1.0,5,192,6
49,640,1002,223,492,223,492,15,238,2.07,6.6,1,0.937,5,210,6
50,640,1002,492,0,203,289,0,203,1.42,17.0,1,1.0,5,180,6
51,640,1002,289,0,200,89,0,200,0.45,10.1,1,1.0,5,180,6
52,640,1002,89,318,89,318,105,194,1.64,3.2,0,0.4588,5,174,6
1,173,1002,528,0,176,352,0,176,2.0,21.0,1,1.0,5,156,6
2,173,1002,352,0,168,184,0,168,1.1,14.7,1,1.0,5,150,6
3,173,1002,184,396,165,415,0,165,2.52,7.8,1,1.0,5,150,6
4,173,1002,415,0,160,255,0,160,1.59,18.2,1,1.0,5,144,6
5,173,1002,255,0,156,99,0,156,0.63,11.4,1,1.0,5,138,6
6,173,1002,99,378,99,378,56,155,2.44,4.5,1,0.6387,5,138,6
7,173,1002,378,0,177,201,0,177,1.14,14.9,1,1.0,5,156,6
8,173,1002,201,336,185,352,0,185,1.9,7.6,1,1.0,5,168,6
9,173,1002,352,0,165,187,0,165,1.13,14.9,1,1.0,5,150,6
10,173,1002,187,324,187,324,6,193,1.68,6.8,1,0.9689,5,174,6
11,173,1002,324,0,171,153,0,171,0.89,13.3,1,1.0,5,150,6
12,173,1002,153,300,153,300,23,176,1.7,6.1,1,0.8693,5,156,6
13,173,1002,300,0,181,119,0,181,0.66,11.6,1,1.0,5,162,6
14,173,1002,119,294,119,294,66,185,1.59,4.5,1,0.6432,5,168,6
15,173,1002,294,0,188,106,0,188,0.56,10.9,1,1.0,5,168,6
16,173,1002,106,300,106,300,79,185,1.62,4.0,1,0.573,5,168,6
17,173,1002,300,0,181,119,0,181,0.66,11.6,1,1.0,5,162,6
18,173,1002,119,276,119,276,57,176,1.57,4.7,1,0.6761,5,156,6
19,173,1002,276,0,173,103,0,173,0.6,11.2,1,1.0,5,156,6
20,173,1002,103,480,103,480,90,193,2.49,3.7,1,0.5337,5,174,6
21,173,1002,480,0,163,317,0,163,1.94,20.6,1,1.0,5,144,6
22,173,1002,317,0,160,157,0,160,0.98,13.9,1,1.0,5,144,6
23,173,1002,157,246,156,247,0,156,1.58,7.0,1,1.0,5,138,6
24,173,1002,247,0,178,69,0,178,0.39,9.7,1,1.0,5,156,6
25,173,1002,69,264,69,264,91,160,1.65,3.0,0,0.4313,5,144,6
26,173,1002,264,0,214,50,0,214,0.23,8.6,1,1.0,5,192,6
27,173,1002,50,390,50,390,118,168,2.32,2.1,0,0.2976,5,150,6
28,173,1002,390,0,171,219,0,171,1.28,16.0,1,1.0,5,150,6
29,173,1002,219,0,176,43,0,176,0.24,8.7,1,1.0,5,156,6
30,173,1002,43,378,43,378,138,181,2.09,1.7,0,0.2376,5,162,6
31,173,1002,378,0,185,193,0,185,1.04,14.3,1,1.0,5,168,6
32,173,1002,193,426,188,431,0,188,2.29,7.2,1,1.0,5,168,6
33,173,1002,431,0,213,218,0,213,1.02,14.2,1,1.0,5,192,6
34,173,1002,218,0,181,37,0,181,0.2,8.4,1,1.0,5,162,6
35,173,1002,37,378,37,378,139,176,2.15,1.5,0,0.2102,5,156,6
36,173,1002,378,0,171,207,0,171,1.21,15.5,1,1.0,5,150,6
37,173,1002,207,498,207,498,3,210,2.37,6.9,1,0.9857,5,186,6
38,173,1002,498,0,165,333,0,165,2.02,21.1,1,1.0,5,150,6
39,173,1002,333,0,163,170,0,163,1.04,14.3,1,1.0,5,144,6
40,173,1002,170,342,161,351,0,161,2.18,7.4,1,1.0,5,144,6
41,173,1002,351,0,214,137,0,214,0.64,11.5,1,1.0,5,192,6
42,173,1002,137,342,137,342,31,168,2.04,5.7,1,0.8155,5,150,6
43,173,1002,342,0,171,171,0,171,1.0,14.0,1,1.0,5,150,6
44,173,1002,171,390,171,390,5,176,2.22,6.8,1,0.9716,5,156,6
45,173,1002,390,0,185,205,0,185,1.11,14.8,1,1.0,5,168,6
46,173,1002,205,378,193,390,0,193,2.02,7.4,1,1.0,5,174,6
47,173,1002,390,0,202,188,0,202,0.93,13.5,1,1.0,5,180,6
48,173,1002,188,366,188,366,10,198,1.85,6.6,1,0.9495,5,174,6
49,173,1002,366,0,216,150,0,216,0.69,11.9,1,1.0,5,192,6
50,173,1002,150,366,150,366,35,185,1.98,5.7,1,0.8108,5,168,6
