store_id,store_number,region,state,store_format,market_number,urbanicity,market_cluster,volume_tier,comp_store_flag,avg_weekly_footfall,distribution_center
464,464,Midwest,MO,Supercenter,107,Urban,C,Mid,1,23600,DC_East
465,465,West,CA,Supercenter,123,Rural,A,Low,1,16636,DC_South
466,466,South,TN,Supercenter,144,Suburban,B,Mid,1,14441,DC_North
467,467,Mountain,ID,Supercenter,132,Urban,E,Low,1,17667,DC_West
468,468,West,CA,Supercenter,111,Urban,E,Low,1,20149,DC_North
469,469,South,MS,Supercenter,122,Rural,A,High,1,9798,DC_North
470,470,South,TN,Supercenter,122,Rural,A,High,1,17600,DC_Central
471,471,South,NC,Supercenter,143,Rural,B,High,1,13495,DC_North
472,472,South,LA,Discount Store,125,Suburban,D,High,0,17900,DC_North
473,473,South,TX,Supercenter,122,Urban,A,High,1,21673,DC_East
474,474,Midwest,OH,Supercenter,128,Rural,D,Mid,1,19130,DC_West
475,475,South,LA,Supercenter,129,Suburban,C,High,1,23222,DC_East
476,476,South,AL,Supercenter,113,Suburban,E,Mid,1,9300,DC_East
477,477,East,NJ,Supercenter,118,Suburban,D,Low,1,17435,DC_South
478,478,South,AL,Supercenter,102,Rural,E,High,1,12616,DC_East
479,479,East,NY,Supercenter,129,Rural,D,Low,1,24393,DC_Central
480,480,South,TX,Supercenter,121,Urban,C,Mid,1,18617,DC_Central
481,481,South,TN,Supercenter,115,Urban,A,High,1,13752,DC_South
482,482,Midwest,MI,Neighborhood Market,127,Rural,C,Mid,1,17852,DC_West
483,483,Midwest,IA,Supercenter,150,Suburban,A,Mid,1,14295,DC_West
484,484,West,OR,Supercenter,131,Suburban,A,Low,1,11225,DC_East
485,485,Midwest,MO,Supercenter,115,Suburban,E,Mid,1,9316,DC_East
486,486,East,DE,Supercenter,123,Urban,C,Low,1,20337,DC_East
487,487,South,AL,Supercenter,124,Suburban,D,Mid,1,14807,DC_West
488,488,South,GA,Supercenter,144,Urban,C,High,1,11683,DC_North
489,489,East,PA,Supercenter,113,Urban,E,Low,1,15227,DC_Central
490,490,East,MD,Neighborhood Market,122,Suburban,A,Low,1,11273,DC_North
491,491,Mountain,MT,Neighborhood Market,143,Suburban,E,Low,1,8145,DC_North
492,492,South,SC,Supercenter,137,Rural,B,Mid,1,13010,DC_West
493,493,South,GA,Supercenter,133,Rural,B,Mid,1,24035,DC_North
494,494,East,CT,Supercenter,103,Suburban,D,Low,1,11040,DC_South
495,495,South,MS,Supercenter,119,Urban,E,Mid,1,17654,DC_East
496,496,West,NV,Supercenter,123,Urban,D,Low,1,24866,DC_South
497,497,East,VA,Discount Store,129,Urban,D,Low,0,22996,DC_Central
498,498,South,TN,Supercenter,130,Urban,B,Mid,1,24336,DC_East
499,499,East,PA,Discount Store,139,Urban,D,Low,0,16853,DC_North
500,500,East,PA,Supercenter,144,Rural,B,Low,1,19695,DC_Central
501,501,South,AR,Supercenter,147,Suburban,A,High,1,10852,DC_East
502,502,West,NV,Supercenter,125,Rural,E,Low,1,24014,DC_North
503,503,Midwest,OH,Neighborhood Market,137,Urban,D,Mid,0,8987,DC_South
504,504,East,NY,Supercenter,147,Urban,B,Low,1,15622,DC_East
505,505,South,NC,Neighborhood Market,108,Urban,C,Mid,1,17160,DC_North
506,506,West,NV,Supercenter,142,Urban,D,Low,1,14652,DC_South
507,507,South,FL,Supercenter,116,Suburban,A,Mid,1,15421,DC_Central
508,508,South,SC,Neighborhood Market,108,Urban,A,High,1,8769,DC_Central
509,509,West,AZ,Supercenter,101,Suburban,C,Low,1,22114,DC_Central
510,510,South,TN,Supercenter,144,Urban,B,High,1,12358,DC_Central
511,511,South,OK,Supercenter,105,Suburban,D,Mid,1,19543,DC_West
512,512,West,OR,Discount Store,103,Rural,B,Low,0,13699,DC_East
513,513,West,AZ,Discount Store,101,Urban,A,Low,0,9125,DC_East
514,514,Midwest,WI,Supercenter,104,Suburban,B,Mid,1,18793,DC_West
515,515,Midwest,KS,Supercenter,140,Rural,A,Mid,1,14764,DC_North
516,516,South,AL,Discount Store,135,Urban,B,Mid,0,20323,DC_North
517,517,South,MS,Supercenter,132,Urban,C,Mid,1,21031,DC_Central
518,518,South,SC,Supercenter,142,Urban,E,Mid,1,22052,DC_South
519,519,Midwest,MN,Discount Store,134,Suburban,C,Mid,0,20640,DC_North
520,520,East,VA,Supercenter,143,Suburban,C,Low,1,15843,DC_South
521,521,East,MD,Supercenter,125,Rural,E,Low,1,22210,DC_East
522,522,East,NY,Supercenter,110,Suburban,E,Low,1,24456,DC_South
523,523,South,MS,Discount Store,121,Suburban,D,High,0,18106,DC_East
524,524,South,LA,Discount Store,146,Urban,D,Mid,0,13189,DC_West
525,525,South,NC,Discount Store,139,Urban,C,High,0,10472,DC_West
526,526,Midwest,MI,Supercenter,127,Urban,C,Mid,1,14704,DC_Central
527,527,South,AL,Neighborhood Market,127,Urban,A,Mid,0,11713,DC_North
528,528,West,CO,Neighborhood Market,102,Urban,A,Low,1,13051,DC_Central
529,529,South,TX,Supercenter,141,Urban,D,Mid,1,18756,DC_East
530,530,South,NC,Neighborhood Market,148,Urban,D,High,1,10475,DC_Central
531,531,South,NC,Supercenter,113,Rural,A,High,1,11610,DC_South
532,532,East,MD,Supercenter,109,Rural,A,Low,1,12255,DC_East
533,533,Midwest,IN,Supercenter,136,Rural,B,Mid,1,22484,DC_West
534,534,South,GA,Supercenter,122,Rural,B,High,1,9735,DC_North
535,535,South,NC,Supercenter,142,Urban,A,High,1,16258,DC_East
536,536,Midwest,MI,Supercenter,126,Rural,B,Mid,1,15979,DC_East
537,537,South,MS,Supercenter,112,Urban,E,High,1,10428,DC_South
538,538,East,VA,Supercenter,117,Rural,D,Low,1,20345,DC_North
539,539,Midwest,MN,Supercenter,114,Suburban,D,Mid,1,15426,DC_West
540,540,South,LA,Supercenter,114,Rural,A,High,1,16533,DC_East
541,541,South,NC,Supercenter,134,Rural,C,High,1,13249,DC_East
542,542,Mountain,ND,Neighborhood Market,120,Urban,A,Low,1,17686,DC_South
543,543,South,LA,Supercenter,111,Rural,B,Mid,1,22109,DC_Central
544,544,South,MS,Supercenter,116,Suburban,C,Mid,1,8661,DC_West
545,545,East,MD,Neighborhood Market,131,Urban,B,Low,0,20075,DC_North
546,546,West,CO,Supercenter,106,Urban,E,Low,1,22788,DC_East
547,547,Mountain,ND,Supercenter,119,Rural,B,Low,1,18060,DC_East
548,548,East,NY,Supercenter,137,Urban,E,Low,1,23836,DC_West
549,549,South,LA,Neighborhood Market,104,Urban,E,Mid,0,18526,DC_Central
550,550,South,MS,Supercenter,147,Urban,B,High,1,11374,DC_East
551,551,East,VA,Neighborhood Market,104,Urban,B,Low,0,8207,DC_West
552,552,Midwest,IA,Supercenter,120,Urban,E,Mid,1,10665,DC_South
553,553,South,FL,Discount Store,110,Urban,C,Mid,0,8632,DC_Central
554,554,West,AZ,Neighborhood Market,124,Suburban,E,Low,1,11083,DC_North
555,555,South,LA,Discount Store,135,Rural,D,High,0,21711,DC_East
556,556,South,TX,Supercenter,126,Suburban,E,Mid,1,18123,DC_West
557,557,South,TX,Neighborhood Market,137,Urban,C,High,1,15123,DC_South
558,558,South,AR,Supercenter,138,Urban,D,Mid,1,18754,DC_North
559,559,South,LA,Supercenter,121,Rural,A,High,1,9679,DC_West
560,560,South,SC,Supercenter,140,Suburban,A,High,1,23901,DC_West
561,561,South,TN,Neighborhood Market,139,Rural,C,High,0,8236,DC_North
562,562,Midwest,MI,Discount Store,121,Suburban,E,Mid,0,15446,DC_South
563,563,Midwest,NE,Neighborhood Market,110,Urban,B,Mid,1,12443,DC_South
564,564,Midwest,MI,Supercenter,138,Rural,C,Mid,1,23463,DC_Central
565,565,Mountain,ID,Supercenter,146,Rural,D,Low,1,16555,DC_East
566,566,South,GA,Supercenter,104,Urban,D,Mid,1,24669,DC_North
567,567,South,FL,Supercenter,145,Rural,A,Mid,1,8148,DC_North
568,568,East,PA,Supercenter,120,Suburban,D,Low,1,21395,DC_North
569,569,South,SC,Supercenter,117,Suburban,C,High,1,12895,DC_South
570,570,Mountain,ID,Supercenter,107,Suburban,D,Low,1,19023,DC_East
571,571,South,SC,Supercenter,104,Suburban,C,High,1,18699,DC_Central
572,572,Mountain,SD,Supercenter,129,Urban,B,Low,1,17715,DC_West
573,573,South,LA,Supercenter,114,Rural,A,High,1,24163,DC_West
574,574,West,WA,Supercenter,103,Suburban,D,Low,1,13782,DC_North
575,575,Midwest,OH,Discount Store,124,Urban,C,Mid,0,24724,DC_East
576,576,Mountain,NM,Supercenter,137,Rural,E,Low,1,10817,DC_South
577,577,South,AR,Supercenter,116,Rural,A,High,1,23096,DC_East
578,578,Midwest,WI,Supercenter,104,Urban,B,Mid,1,13299,DC_East
579,579,Mountain,ID,Supercenter,124,Urban,C,Low,1,17917,DC_South
580,580,Midwest,NE,Discount Store,134,Suburban,B,Mid,0,11267,DC_North
581,581,Midwest,MI,Neighborhood Market,130,Rural,B,Mid,1,12406,DC_East
582,582,Midwest,OH,Supercenter,118,Rural,D,Mid,1,18382,DC_West
583,583,South,AL,Supercenter,119,Urban,D,Mid,1,12437,DC_South
584,584,Midwest,IN,Neighborhood Market,131,Rural,C,Mid,0,13435,DC_Central
585,585,Midwest,OH,Discount Store,119,Suburban,E,Mid,0,12107,DC_North
586,586,West,WA,Supercenter,149,Rural,C,Low,1,8560,DC_South
587,587,South,TN,Supercenter,146,Urban,E,High,1,20329,DC_Central
588,588,South,SC,Supercenter,119,Urban,B,Mid,1,9826,DC_Central
589,589,West,CA,Discount Store,122,Suburban,A,Low,0,19421,DC_East
590,590,West,UT,Supercenter,124,Suburban,C,Low,1,20265,DC_East
591,591,South,SC,Discount Store,145,Rural,C,Mid,0,15629,DC_East
592,592,Midwest,WI,Supercenter,112,Rural,E,Mid,1,16325,DC_South
593,593,South,SC,Supercenter,130,Urban,B,Mid,1,15693,DC_South
594,594,South,TN,Supercenter,138,Suburban,B,High,1,16264,DC_North
595,595,South,SC,Supercenter,131,Suburban,E,Mid,1,20686,DC_East
596,596,South,FL,Supercenter,136,Suburban,B,Mid,1,21716,DC_Central
597,597,Midwest,WI,Supercenter,119,Rural,D,Mid,1,14721,DC_West
598,598,South,AR,Supercenter,148,Suburban,A,High,1,15373,DC_North
599,599,Mountain,WY,Neighborhood Market,145,Urban,C,Low,1,13907,DC_South
600,600,Mountain,ND,Supercenter,136,Urban,A,Low,1,24127,DC_North
601,601,Midwest,IN,Supercenter,130,Rural,C,Mid,1,13656,DC_North
602,602,Midwest,IL,Discount Store,149,Rural,D,Mid,0,16984,DC_North
603,603,South,TX,Neighborhood Market,133,Suburban,B,Mid,0,16286,DC_North
604,604,East,DE,Discount Store,118,Rural,E,Low,0,13901,DC_West
605,605,Midwest,IA,Discount Store,149,Urban,D,Mid,0,12917,DC_East
606,606,South,LA,Supercenter,128,Suburban,A,High,1,16429,DC_Central
607,607,West,WA,Supercenter,147,Urban,E,Low,1,22716,DC_North
608,608,East,CT,Supercenter,111,Suburban,B,Low,1,23795,DC_North
609,609,West,AZ,Supercenter,145,Rural,D,Low,1,19138,DC_North
610,610,Midwest,MN,Supercenter,133,Suburban,E,Mid,1,10530,DC_East
611,611,Midwest,KS,Neighborhood Market,117,Suburban,D,Mid,1,13772,DC_South
612,612,South,OK,Supercenter,106,Urban,D,Mid,1,23476,DC_South
613,613,West,WA,Supercenter,104,Urban,B,Low,1,23751,DC_West
614,614,East,NY,Supercenter,120,Suburban,C,Low,1,10964,DC_South
615,615,South,AR,Supercenter,148,Rural,E,High,1,15137,DC_North
616,616,South,GA,Supercenter,147,Rural,B,High,1,24920,DC_North
617,617,South,TX,Supercenter,127,Urban,D,Mid,1,21891,DC_North
618,618,East,MD,Neighborhood Market,115,Rural,B,Low,0,15340,DC_West
619,619,Mountain,MT,Supercenter,106,Urban,C,Low,1,15967,DC_North
620,620,South,OK,Supercenter,147,Rural,E,High,1,20415,DC_South
621,621,Midwest,KS,Neighborhood Market,114,Suburban,C,Mid,0,19871,DC_East
622,622,South,AR,Discount Store,111,Urban,A,Mid,0,19916,DC_East
623,623,Mountain,ID,Neighborhood Market,139,Urban,E,Low,0,16734,DC_Central
624,624,East,PA,Neighborhood Market,109,Suburban,C,Low,1,8845,DC_South
625,625,East,MA,Supercenter,126,Urban,D,Low,1,10494,DC_North
626,626,South,MS,Supercenter,116,Rural,E,Mid,1,20677,DC_East
627,627,South,OK,Supercenter,105,Rural,E,Mid,1,20330,DC_South
628,628,South,GA,Supercenter,110,Urban,B,Mid,1,13179,DC_East
629,629,South,NC,Supercenter,150,Rural,D,High,1,14610,DC_North
630,630,East,NY,Supercenter,103,Urban,A,Low,1,14430,DC_East
631,631,East,PA,Supercenter,113,Suburban,C,Low,1,15154,DC_Central
632,632,Mountain,NM,Supercenter,143,Urban,B,Low,1,21828,DC_Central
633,633,Mountain,ID,Supercenter,149,Suburban,C,Low,1,18145,DC_East
634,634,Midwest,MN,Supercenter,130,Rural,A,Mid,1,14488,DC_South
635,635,East,MA,Supercenter,145,Suburban,A,Low,1,11850,DC_South
636,636,West,CA,Supercenter,106,Rural,E,Low,1,21564,DC_South
637,637,East,NY,Neighborhood Market,117,Urban,A,Low,0,13078,DC_East
638,638,South,OK,Supercenter,145,Rural,C,High,1,20168,DC_South
639,639,South,GA,Supercenter,119,Urban,D,Mid,1,13448,DC_North
640,640,South,MS,Supercenter,142,Urban,D,High,1,17074,DC_Central
641,641,West,AZ,Neighborhood Market,135,Suburban,E,Low,1,14406,DC_North
642,642,Midwest,IA,Supercenter,146,Suburban,C,Mid,1,16800,DC_South
643,643,South,SC,Supercenter,126,Suburban,C,High,1,22083,DC_North
644,644,Midwest,OH,Supercenter,105,Suburban,A,Mid,1,9638,DC_South
645,645,Midwest,MI,Supercenter,129,Rural,C,Mid,1,18340,DC_East
646,646,South,TN,Neighborhood Market,137,Rural,B,Mid,0,9382,DC_North
647,647,South,AR,Neighborhood Market,120,Rural,A,High,1,9403,DC_East
648,648,Midwest,MI,Supercenter,149,Urban,B,Mid,1,17011,DC_East
649,649,Midwest,WI,Neighborhood Market,121,Rural,E,Mid,0,11292,DC_West
650,650,East,VA,Neighborhood Market,110,Rural,D,Low,0,17011,DC_South
651,651,Midwest,IA,Supercenter,105,Rural,E,Mid,1,8419,DC_Central
652,652,East,VA,Neighborhood Market,136,Suburban,D,Low,1,20411,DC_South
653,653,Midwest,NE,Supercenter,106,Rural,E,Mid,1,12517,DC_Central
654,654,Midwest,OH,Supercenter,126,Urban,C,Mid,1,23422,DC_South
655,655,West,AZ,Supercenter,104,Suburban,B,Low,1,17700,DC_East
656,656,South,GA,Supercenter,139,Urban,D,Mid,1,13693,DC_North
657,657,South,LA,Supercenter,139,Rural,A,High,1,8767,DC_North
658,658,South,FL,Neighborhood Market,150,Suburban,B,High,0,22818,DC_West
659,659,East,MD,Neighborhood Market,135,Urban,A,Low,0,9549,DC_Central
660,660,Midwest,MO,Supercenter,101,Rural,B,Mid,1,17956,DC_Central
661,661,Midwest,IL,Neighborhood Market,124,Urban,B,Mid,1,14140,DC_Central
662,662,South,OK,Supercenter,136,Urban,E,High,1,18837,DC_East
663,663,South,TN,Supercenter,106,Urban,D,High,1,11716,DC_Central
664,664,South,FL,Supercenter,141,Rural,D,High,1,12481,DC_North
665,665,South,AR,Supercenter,146,Rural,B,Mid,1,14548,DC_East
666,666,Midwest,OH,Neighborhood Market,144,Urban,C,Mid,1,12837,DC_South
667,667,South,TN,Neighborhood Market,131,Suburban,C,Mid,1,15758,DC_Central
668,668,South,GA,Supercenter,120,Suburban,A,Mid,1,18900,DC_Central
669,669,West,WA,Supercenter,124,Rural,A,Low,1,15993,DC_South
670,670,South,AR,Supercenter,125,Rural,E,Mid,1,13542,DC_Central
671,671,Midwest,KS,Supercenter,136,Rural,B,Mid,1,22828,DC_South
672,672,East,VA,Discount Store,121,Rural,A,Low,0,24052,DC_East
673,673,South,MS,Supercenter,130,Rural,A,Mid,1,10385,DC_North
674,674,Midwest,IN,Supercenter,124,Suburban,B,Mid,1,22308,DC_South
675,675,East,DE,Supercenter,144,Rural,E,Low,1,8671,DC_West
676,676,West,CO,Supercenter,142,Urban,A,Low,1,8163,DC_South
677,677,South,FL,Neighborhood Market,130,Urban,E,High,1,16656,DC_Central
678,678,West,AZ,Supercenter,122,Suburban,D,Low,1,19234,DC_East
679,679,South,OK,Neighborhood Market,128,Urban,E,Mid,1,12795,DC_East
680,680,South,AL,Supercenter,107,Suburban,C,Mid,1,18634,DC_South
681,681,South,SC,Discount Store,135,Suburban,C,Mid,0,12798,DC_North
682,682,Mountain,ND,Supercenter,128,Urban,E,Low,1,18749,DC_West
683,683,South,AL,Supercenter,114,Rural,C,Mid,1,13827,DC_East
684,684,South,AL,Discount Store,110,Urban,D,Mid,0,12719,DC_Central
685,685,Midwest,KS,Supercenter,116,Urban,B,Mid,1,8593,DC_Central
686,686,South,GA,Discount Store,116,Suburban,C,High,0,15394,DC_North
687,687,South,TX,Supercenter,131,Urban,C,High,1,22056,DC_East
688,688,South,AL,Supercenter,142,Suburban,E,High,1,18636,DC_South
689,689,South,AR,Supercenter,125,Rural,D,High,1,8016,DC_Central
690,690,South,OK,Supercenter,113,Rural,B,High,1,11191,DC_North
691,691,South,TX,Supercenter,106,Rural,E,High,1,8392,DC_East
692,692,Midwest,MI,Supercenter,144,Urban,E,Mid,1,14272,DC_East
693,693,South,LA,Supercenter,109,Suburban,D,High,1,24955,DC_East
694,694,South,FL,Supercenter,145,Rural,B,Mid,1,11631,DC_East
695,695,West,CO,Supercenter,136,Suburban,D,Low,1,14172,DC_East
696,696,South,SC,Neighborhood Market,143,Suburban,B,Mid,0,17312,DC_Central
697,697,Midwest,IL,Discount Store,120,Rural,D,Mid,0,16906,DC_North
698,698,South,MS,Discount Store,118,Rural,E,High,0,24462,DC_East
699,699,South,TN,Supercenter,143,Suburban,E,High,1,16080,DC_West
700,700,South,GA,Supercenter,121,Rural,A,High,1,15099,DC_West
