week_id,store_id,item_id,promo_mechanism_id,units_ty,sales_dollars_ty,markdown_dollars_ty,regular_price_ty,sell_price_ty,units_ly,sales_dollars_ly,markdown_dollars_ly,regular_price_ly,sell_price_ly,dollar_chg_yoy,unit_chg_yoy,pct_chg_yoy,is_on_promo,promo_lift_units,gross_margin_ty,gross_margin_ly
13,173,1001,0,354,4591.38,0.0,12.97,12.97,317,4111.49,0.0,12.97,12.97,479.89,37,11.67,0,0,1285.59,1151.22
14,173,1001,0,315,4085.55,0.0,12.97,12.97,282,3657.54,0.0,12.97,12.97,428.01,33,11.7,0,0,1143.95,1024.11
15,173,1001,3,412,5343.64,0.0,12.97,12.97,379,4915.63,0.0,12.97,12.97,428.01,33,8.71,1,82,1496.22,1376.38
16,173,1001,0,336,4357.92,0.0,12.97,12.97,351,4096.17,455.25,12.97,11.67,261.75,-15,6.39,0,0,1220.22,1146.93
17,173,1001,0,338,4383.86,0.0,12.97,12.97,303,3929.91,0.0,12.97,12.97,453.95,35,11.55,0,0,1227.48,1100.37
18,173,1001,0,320,4150.4,0.0,12.97,12.97,300,3891.0,0.0,12.97,12.97,259.4,20,6.67,0,0,1162.11,1089.48
19,173,1001,0,307,3981.79,0.0,12.97,12.97,281,3644.57,0.0,12.97,12.97,337.22,26,9.25,0,0,1114.9,1020.48
20,173,1001,0,285,3696.45,0.0,12.97,12.97,257,3333.29,0.0,12.97,12.97,363.16,28,10.89,0,0,1035.01,933.32
21,173,1001,0,275,3566.75,0.0,12.97,12.97,274,3553.78,0.0,12.97,12.97,12.97,1,0.36,0,0,998.69,995.06
22,173,1001,0,277,3592.69,0.0,12.97,12.97,283,3302.61,367.05,12.97,11.67,290.08,-6,8.78,0,0,1005.95,924.73
23,173,1001,0,269,3488.93,0.0,12.97,12.97,248,3216.56,0.0,12.97,12.97,272.37,21,8.47,0,0,976.9,900.64
24,173,1001,0,263,3411.11,0.0,12.97,12.97,258,3346.26,0.0,12.97,12.97,64.85,5,1.94,0,0,955.11,936.95
25,173,1001,0,265,3437.05,0.0,12.97,12.97,261,3385.17,0.0,12.97,12.97,51.88,4,1.53,0,0,962.37,947.85
26,173,1001,0,299,3878.03,0.0,12.97,12.97,354,4131.18,459.14,12.97,11.67,-253.15,-55,-6.13,0,0,1085.85,1156.73
27,173,1001,3,351,4552.47,0.0,12.97,12.97,285,3696.45,0.0,12.97,12.97,856.02,66,23.16,1,70,1274.69,1035.01
28,173,1001,0,277,3592.69,0.0,12.97,12.97,263,3411.11,0.0,12.97,12.97,181.58,14,5.32,0,0,1005.95,955.11
29,173,1001,3,373,4837.81,0.0,12.97,12.97,299,3878.03,0.0,12.97,12.97,959.78,74,24.75,1,75,1354.59,1085.85
30,173,1001,0,315,4085.55,0.0,12.97,12.97,337,3932.79,437.09,12.97,11.67,152.76,-22,3.88,0,0,1143.95,1101.18
31,173,1001,0,323,4189.31,0.0,12.97,12.97,314,4072.58,0.0,12.97,12.97,116.73,9,2.87,0,0,1173.01,1140.32
32,173,1001,0,315,4085.55,0.0,12.97,12.97,297,3852.09,0.0,12.97,12.97,233.46,18,6.06,0,0,1143.95,1078.59
33,173,1001,0,300,3891.0,0.0,12.97,12.97,287,3722.39,0.0,12.97,12.97,168.61,13,4.53,0,0,1089.48,1042.27
34,173,1001,0,316,4098.52,0.0,12.97,12.97,292,3787.24,0.0,12.97,12.97,311.28,24,8.22,0,0,1147.59,1060.43
35,173,1001,1,362,4224.54,469.51,12.97,11.67,324,4202.28,0.0,12.97,12.97,22.26,38,0.53,1,47,1182.87,1176.64
36,173,1001,2,371,4329.57,481.19,12.97,11.67,291,3774.27,0.0,12.97,12.97,555.3,80,14.71,1,86,1212.28,1056.8
37,173,1001,0,290,3761.3,0.0,12.97,12.97,286,3709.42,0.0,12.97,12.97,51.88,4,1.4,0,0,1053.16,1038.64
38,173,1001,0,272,3527.84,0.0,12.97,12.97,308,3994.76,0.0,12.97,12.97,-466.92,-36,-11.69,0,0,987.8,1118.53
39,173,1001,0,295,3826.15,0.0,12.97,12.97,343,4448.71,0.0,12.97,12.97,-622.56,-48,-13.99,0,0,1071.32,1245.64
40,173,1001,3,357,4630.29,0.0,12.97,12.97,276,3579.72,0.0,12.97,12.97,1050.57,81,29.35,1,71,1296.48,1002.32
41,173,1001,0,300,3891.0,0.0,12.97,12.97,267,3462.99,0.0,12.97,12.97,428.01,33,12.36,0,0,1089.48,969.64
42,173,1001,0,291,3774.27,0.0,12.97,12.97,280,3631.6,0.0,12.97,12.97,142.67,11,3.93,0,0,1056.8,1016.85
43,173,1001,0,289,3748.33,0.0,12.97,12.97,359,4656.23,0.0,12.97,12.97,-907.9,-70,-19.5,0,0,1049.53,1303.74
44,173,1001,0,307,3981.79,0.0,12.97,12.97,325,3792.75,421.53,12.97,11.67,189.04,-18,4.98,0,0,1114.9,1061.97
45,173,1001,0,333,4319.01,0.0,12.97,12.97,391,5071.27,0.0,12.97,12.97,-752.26,-58,-14.83,0,0,1209.32,1419.96
46,173,1001,4,352,4565.44,0.0,12.97,12.97,319,4137.43,0.0,12.97,12.97,428.01,33,10.34,1,38,1278.32,1158.48
47,173,1001,3,488,6329.36,0.0,12.97,12.97,362,4695.14,0.0,12.97,12.97,1634.22,126,34.81,1,98,1772.22,1314.64
48,173,1001,0,375,4863.75,0.0,12.97,12.97,366,4747.02,0.0,12.97,12.97,116.73,9,2.46,0,0,1361.85,1329.17
49,173,1001,0,323,4189.31,0.0,12.97,12.97,309,4007.73,0.0,12.97,12.97,181.58,14,4.53,0,0,1173.01,1122.16
50,173,1001,3,406,5265.82,0.0,12.97,12.97,282,3657.54,0.0,12.97,12.97,1608.28,124,43.97,1,81,1474.43,1024.11
51,173,1001,0,295,3826.15,0.0,12.97,12.97,304,3942.88,0.0,12.97,12.97,-116.73,-9,-2.96,0,0,1071.32,1104.01
52,173,1001,0,335,4344.95,0.0,12.97,12.97,328,4254.16,0.0,12.97,12.97,90.79,7,2.13,0,0,1216.59,1191.16
1,236,1001,0,167,2165.99,0.0,12.97,12.97,153,1984.41,0.0,12.97,12.97,181.58,14,9.15,0,0,606.48,555.63
2,236,1001,0,155,2010.35,0.0,12.97,12.97,143,1854.71,0.0,12.97,12.97,155.64,12,8.39,0,0,562.9,519.32
3,236,1001,3,191,2477.27,0.0,12.97,12.97,137,1776.89,0.0,12.97,12.97,700.38,54,39.42,1,38,693.64,497.53
4,236,1001,0,143,1854.71,0.0,12.97,12.97,154,1797.18,199.74,12.97,11.67,57.53,-11,3.2,0,0,519.32,503.21
5,236,1001,1,152,1773.84,197.14,12.97,11.67,154,1997.38,0.0,12.97,12.97,-223.54,-2,-11.19,1,20,496.68,559.27
6,236,1001,0,131,1699.07,0.0,12.97,12.97,147,1715.49,190.66,12.97,11.67,-16.42,-16,-0.96,0,0,475.74,480.34
7,236,1001,3,168,2178.96,0.0,12.97,12.97,135,1750.95,0.0,12.97,12.97,428.01,33,24.44,1,34,610.11,490.27
8,236,1001,0,141,1828.77,0.0,12.97,12.97,135,1750.95,0.0,12.97,12.97,77.82,6,4.44,0,0,512.06,490.27
9,236,1001,0,151,1958.47,0.0,12.97,12.97,139,1802.83,0.0,12.97,12.97,155.64,12,8.63,0,0,548.37,504.79
10,236,1001,0,146,1893.62,0.0,12.97,12.97,138,1789.86,0.0,12.97,12.97,103.76,8,5.8,0,0,530.21,501.16
11,236,1001,1,168,1960.56,217.9,12.97,11.67,144,1867.68,0.0,12.97,12.97,92.88,24,4.97,1,22,548.96,522.95
12,236,1001,0,146,1893.62,0.0,12.97,12.97,153,1984.41,0.0,12.97,12.97,-90.79,-7,-4.58,0,0,530.21,555.63
13,236,1001,0,170,2204.9,0.0,12.97,12.97,157,2036.29,0.0,12.97,12.97,168.61,13,8.28,0,0,617.37,570.16
14,236,1001,0,159,2062.23,0.0,12.97,12.97,153,1984.41,0.0,12.97,12.97,77.82,6,3.92,0,0,577.42,555.63
15,236,1001,3,212,2749.64,0.0,12.97,12.97,189,2451.33,0.0,12.97,12.97,298.31,23,12.17,1,42,769.9,686.37
16,236,1001,0,153,1984.41,0.0,12.97,12.97,172,2007.24,223.08,12.97,11.67,-22.83,-19,-1.14,0,0,555.63,562.03
17,236,1001,0,184,2386.48,0.0,12.97,12.97,158,2049.26,0.0,12.97,12.97,337.22,26,16.46,0,0,668.21,573.79
18,236,1001,0,151,1958.47,0.0,12.97,12.97,142,1841.74,0.0,12.97,12.97,116.73,9,6.34,0,0,548.37,515.69
19,236,1001,0,148,1919.56,0.0,12.97,12.97,139,1802.83,0.0,12.97,12.97,116.73,9,6.47,0,0,537.48,504.79
20,236,1001,0,148,1919.56,0.0,12.97,12.97,139,1802.83,0.0,12.97,12.97,116.73,9,6.47,0,0,537.48,504.79
21,236,1001,0,148,1919.56,0.0,12.97,12.97,135,1750.95,0.0,12.97,12.97,168.61,13,9.63,0,0,537.48,490.27
22,236,1001,0,140,1815.8,0.0,12.97,12.97,146,1703.82,189.36,12.97,11.67,111.98,-6,6.57,0,0,508.42,477.07
23,236,1001,0,145,1880.65,0.0,12.97,12.97,133,1725.01,0.0,12.97,12.97,155.64,12,9.02,0,0,526.58,483.0
24,236,1001,0,134,1737.98,0.0,12.97,12.97,133,1725.01,0.0,12.97,12.97,12.97,1,0.75,0,0,486.63,483.0
25,236,1001,0,147,1906.59,0.0,12.97,12.97,132,1712.04,0.0,12.97,12.97,194.55,15,11.36,0,0,533.85,479.37
26,236,1001,0,163,2114.11,0.0,12.97,12.97,167,1948.89,216.6,12.97,11.67,165.22,-4,8.48,0,0,591.95,545.69
27,236,1001,3,185,2399.45,0.0,12.97,12.97,146,1893.62,0.0,12.97,12.97,505.83,39,26.71,1,37,671.85,530.21
28,236,1001,0,158,2049.26,0.0,12.97,12.97,149,1932.53,0.0,12.97,12.97,116.73,9,6.04,0,0,573.79,541.11
29,236,1001,3,198,2568.06,0.0,12.97,12.97,140,1815.8,0.0,12.97,12.97,752.26,58,41.43,1,39,719.06,508.42
30,236,1001,0,166,2153.02,0.0,12.97,12.97,165,1925.55,214.01,12.97,11.67,227.47,1,11.81,0,0,602.85,539.15
31,236,1001,0,164,2127.08,0.0,12.97,12.97,151,1958.47,0.0,12.97,12.97,168.61,13,8.61,0,0,595.58,548.37
32,236,1001,0,166,2153.02,0.0,12.97,12.97,149,1932.53,0.0,12.97,12.97,220.49,17,11.41,0,0,602.85,541.11
33,236,1001,0,164,2127.08,0.0,12.97,12.97,161,2088.17,0.0,12.97,12.97,38.91,3,1.86,0,0,595.58,584.69
34,236,1001,0,166,2153.02,0.0,12.97,12.97,143,1854.71,0.0,12.97,12.97,298.31,23,16.08,0,0,602.85,519.32
35,236,1001,1,170,1983.9,220.49,12.97,11.67,166,2153.02,0.0,12.97,12.97,-169.12,4,-7.86,1,22,555.49,602.85
36,236,1001,2,206,2404.02,267.18,12.97,11.67,140,1815.8,0.0,12.97,12.97,588.22,66,32.39,1,47,673.13,508.42
37,236,1001,0,148,1919.56,0.0,12.97,12.97,142,1841.74,0.0,12.97,12.97,77.82,6,4.23,0,0,537.48,515.69
38,236,1001,0,144,1867.68,0.0,12.97,12.97,150,1945.5,0.0,12.97,12.97,-77.82,-6,-4.0,0,0,522.95,544.74
39,236,1001,0,160,2075.2,0.0,12.97,12.97,168,2178.96,0.0,12.97,12.97,-103.76,-8,-4.76,0,0,581.06,610.11
40,236,1001,3,182,2360.54,0.0,12.97,12.97,136,1763.92,0.0,12.97,12.97,596.62,46,33.82,1,37,660.95,493.9
41,236,1001,0,145,1880.65,0.0,12.97,12.97,139,1802.83,0.0,12.97,12.97,77.82,6,4.32,0,0,526.58,504.79
42,236,1001,0,148,1919.56,0.0,12.97,12.97,143,1854.71,0.0,12.97,12.97,64.85,5,3.5,0,0,537.48,519.32
43,236,1001,0,155,2010.35,0.0,12.97,12.97,180,2334.6,0.0,12.97,12.97,-324.25,-25,-13.89,0,0,562.9,653.69
44,236,1001,0,160,2075.2,0.0,12.97,12.97,159,1855.53,206.22,12.97,11.67,219.67,1,11.84,0,0,581.06,519.55
45,236,1001,0,162,2101.14,0.0,12.97,12.97,198,2568.06,0.0,12.97,12.97,-466.92,-36,-18.18,0,0,588.32,719.06
46,236,1001,4,181,2347.57,0.0,12.97,12.97,152,1971.44,0.0,12.97,12.97,376.13,29,19.08,1,19,657.32,552.0
47,236,1001,3,253,3281.41,0.0,12.97,12.97,181,2347.57,0.0,12.97,12.97,933.84,72,39.78,1,51,918.79,657.32
48,236,1001,0,196,2542.12,0.0,12.97,12.97,176,2282.72,0.0,12.97,12.97,259.4,20,11.36,0,0,711.79,639.16
49,236,1001,0,163,2114.11,0.0,12.97,12.97,154,1997.38,0.0,12.97,12.97,116.73,9,5.84,0,0,591.95,559.27
50,236,1001,3,202,2619.94,0.0,12.97,12.97,160,2075.2,0.0,12.97,12.97,544.74,42,26.25,1,40,733.58,581.06
51,236,1001,0,157,2036.29,0.0,12.97,12.97,143,1854.71,0.0,12.97,12.97,181.58,14,9.79,0,0,570.16,519.32
52,236,1001,0,168,2178.96,0.0,12.97,12.97,156,2023.32,0.0,12.97,12.97,155.64,12,7.69,0,0,610.11,566.53
1,657,1001,0,288,3735.36,0.0,12.97,12.97,283,3670.51,0.0,12.97,12.97,64.85,5,1.77,0,0,1045.9,1027.74
2,657,1001,0,265,3437.05,0.0,12.97,12.97,225,2918.25,0.0,12.97,12.97,518.8,40,17.78,0,0,962.37,817.11
3,657,1001,3,299,3878.03,0.0,12.97,12.97,231,2996.07,0.0,12.97,12.97,881.96,68,29.44,1,60,1085.85,838.9
4,657,1001,0,236,3060.92,0.0,12.97,12.97,259,3022.53,335.92,12.97,11.67,38.39,-23,1.27,0,0,857.06,846.31
5,657,1001,1,266,3104.22,345.0,12.97,11.67,266,3450.02,0.0,12.97,12.97,-345.8,0,-10.02,1,35,869.18,966.01
6,657,1001,0,236,3060.92,0.0,12.97,12.97,256,2987.52,332.03,12.97,11.67,73.4,-20,2.46,0,0,857.06,836.51
7,657,1001,3,279,3618.63,0.0,12.97,12.97,229,2970.13,0.0,12.97,12.97,648.5,50,21.83,1,56,1013.22,831.64
8,657,1001,0,247,3203.59,0.0,12.97,12.97,232,3009.04,0.0,12.97,12.97,194.55,15,6.47,0,0,897.01,842.53
9,657,1001,0,255,3307.35,0.0,12.97,12.97,245,3177.65,0.0,12.97,12.97,129.7,10,4.08,0,0,926.06,889.74
10,657,1001,0,264,3424.08,0.0,12.97,12.97,238,3086.86,0.0,12.97,12.97,337.22,26,10.92,0,0,958.74,864.32
11,657,1001,1,312,3641.04,404.66,12.97,11.67,228,2957.16,0.0,12.97,12.97,683.88,84,23.13,1,41,1019.49,828.0
12,657,1001,0,251,3255.47,0.0,12.97,12.97,242,3138.74,0.0,12.97,12.97,116.73,9,3.72,0,0,911.53,878.85
13,657,1001,0,309,4007.73,0.0,12.97,12.97,273,3540.81,0.0,12.97,12.97,466.92,36,13.19,0,0,1122.16,991.43
14,657,1001,0,268,3475.96,0.0,12.97,12.97,271,3514.87,0.0,12.97,12.97,-38.91,-3,-1.11,0,0,973.27,984.16
15,657,1001,3,358,4643.26,0.0,12.97,12.97,339,4396.83,0.0,12.97,12.97,246.43,19,5.6,1,72,1300.11,1231.11
16,657,1001,0,286,3709.42,0.0,12.97,12.97,292,3407.64,378.72,12.97,11.67,301.78,-6,8.86,0,0,1038.64,954.14
17,657,1001,0,295,3826.15,0.0,12.97,12.97,263,3411.11,0.0,12.97,12.97,415.04,32,12.17,0,0,1071.32,955.11
18,657,1001,0,277,3592.69,0.0,12.97,12.97,243,3151.71,0.0,12.97,12.97,440.98,34,13.99,0,0,1005.95,882.48
19,657,1001,0,269,3488.93,0.0,12.97,12.97,251,3255.47,0.0,12.97,12.97,233.46,18,7.17,0,0,976.9,911.53
20,657,1001,0,247,3203.59,0.0,12.97,12.97,249,3229.53,0.0,12.97,12.97,-25.94,-2,-0.8,0,0,897.01,904.27
21,657,1001,0,248,3216.56,0.0,12.97,12.97,231,2996.07,0.0,12.97,12.97,220.49,17,7.36,0,0,900.64,838.9
22,657,1001,0,250,3242.5,0.0,12.97,12.97,271,3162.57,351.49,12.97,11.67,79.93,-21,2.53,0,0,907.9,885.52
23,657,1001,0,220,2853.4,0.0,12.97,12.97,207,2684.79,0.0,12.97,12.97,168.61,13,6.28,0,0,798.95,751.74
24,657,1001,0,242,3138.74,0.0,12.97,12.97,205,2658.85,0.0,12.97,12.97,479.89,37,18.05,0,0,878.85,744.48
25,657,1001,0,238,3086.86,0.0,12.97,12.97,226,2931.22,0.0,12.97,12.97,155.64,12,5.31,0,0,864.32,820.74
26,657,1001,0,271,3514.87,0.0,12.97,12.97,302,3524.34,391.69,12.97,11.67,-9.47,-31,-0.27,0,0,984.16,986.82
27,657,1001,3,305,3955.85,0.0,12.97,12.97,238,3086.86,0.0,12.97,12.97,868.99,67,28.15,1,61,1107.64,864.32
28,657,1001,0,251,3255.47,0.0,12.97,12.97,237,3073.89,0.0,12.97,12.97,181.58,14,5.91,0,0,911.53,860.69
29,657,1001,3,334,4331.98,0.0,12.97,12.97,244,3164.68,0.0,12.97,12.97,1167.3,90,36.89,1,67,1212.95,886.11
30,657,1001,0,275,3566.75,0.0,12.97,12.97,286,3337.62,370.94,12.97,11.67,229.13,-11,6.87,0,0,998.69,934.53
31,657,1001,0,292,3787.24,0.0,12.97,12.97,248,3216.56,0.0,12.97,12.97,570.68,44,17.74,0,0,1060.43,900.64
32,657,1001,0,273,3540.81,0.0,12.97,12.97,262,3398.14,0.0,12.97,12.97,142.67,11,4.2,0,0,991.43,951.48
33,657,1001,0,282,3657.54,0.0,12.97,12.97,254,3294.38,0.0,12.97,12.97,363.16,28,11.02,0,0,1024.11,922.43
34,657,1001,0,278,3605.66,0.0,12.97,12.97,256,3320.32,0.0,12.97,12.97,285.34,22,8.59,0,0,1009.58,929.69
35,657,1001,1,289,3372.63,374.83,12.97,11.67,290,3761.3,0.0,12.97,12.97,-388.67,-1,-10.33,1,37,944.34,1053.16
36,657,1001,2,348,4061.16,451.36,12.97,11.67,251,3255.47,0.0,12.97,12.97,805.69,97,24.75,1,80,1137.12,911.53
37,657,1001,0,245,3177.65,0.0,12.97,12.97,223,2892.31,0.0,12.97,12.97,285.34,22,9.87,0,0,889.74,809.85
38,657,1001,0,257,3333.29,0.0,12.97,12.97,258,3346.26,0.0,12.97,12.97,-12.97,-1,-0.39,0,0,933.32,936.95
39,657,1001,0,265,3437.05,0.0,12.97,12.97,270,3501.9,0.0,12.97,12.97,-64.85,-5,-1.85,0,0,962.37,980.53
40,657,1001,3,284,3683.48,0.0,12.97,12.97,232,3009.04,0.0,12.97,12.97,674.44,52,22.41,1,57,1031.37,842.53
41,657,1001,0,259,3359.23,0.0,12.97,12.97,243,3151.71,0.0,12.97,12.97,207.52,16,6.58,0,0,940.58,882.48
42,657,1001,0,255,3307.35,0.0,12.97,12.97,228,2957.16,0.0,12.97,12.97,350.19,27,11.84,0,0,926.06,828.0
43,657,1001,0,248,3216.56,0.0,12.97,12.97,296,3839.12,0.0,12.97,12.97,-622.56,-48,-16.22,0,0,900.64,1074.95
44,657,1001,0,259,3359.23,0.0,12.97,12.97,290,3384.3,376.13,12.97,11.67,-25.07,-31,-0.74,0,0,940.58,947.6
45,657,1001,0,260,3372.2,0.0,12.97,12.97,311,4033.67,0.0,12.97,12.97,-661.47,-51,-16.4,0,0,944.22,1129.43
46,657,1001,4,331,4293.07,0.0,12.97,12.97,285,3696.45,0.0,12.97,12.97,596.62,46,16.14,1,36,1202.06,1035.01
47,657,1001,3,419,5434.43,0.0,12.97,12.97,320,4150.4,0.0,12.97,12.97,1284.03,99,30.94,1,83,1521.64,1162.11
48,657,1001,0,330,4280.1,0.0,12.97,12.97,314,4072.58,0.0,12.97,12.97,207.52,16,5.1,0,0,1198.43,1140.32
49,657,1001,0,287,3722.39,0.0,12.97,12.97,286,3709.42,0.0,12.97,12.97,12.97,1,0.35,0,0,1042.27,1038.64
50,657,1001,3,353,4578.41,0.0,12.97,12.97,273,3540.81,0.0,12.97,12.97,1037.6,80,29.3,1,71,1281.95,991.43
51,657,1001,0,286,3709.42,0.0,12.97,12.97,248,3216.56,0.0,12.97,12.97,492.86,38,15.32,0,0,1038.64,900.64
52,657,1001,0,301,3903.97,0.0,12.97,12.97,262,3398.14,0.0,12.97,12.97,505.83,39,14.89,0,0,1093.11,951.48
1,538,1001,0,122,1582.34,0.0,12.97,12.97,111,1439.67,0.0,12.97,12.97,142.67,11,9.91,0,0,443.06,403.11
2,538,1001,0,102,1322.94,0.0,12.97,12.97,95,1232.15,0.0,12.97,12.97,90.79,7,7.37,0,0,370.42,345.0
3,538,1001,3,126,1634.22,0.0,12.97,12.97,102,1322.94,0.0,12.97,12.97,311.28,24,23.53,1,25,457.58,370.42
4,538,1001,0,96,1245.12,0.0,12.97,12.97,112,1307.04,145.26,12.97,11.67,-61.92,-16,-4.74,0,0,348.63,365.97
5,538,1001,1,117,1365.39,151.75,12.97,11.67,120,1556.4,0.0,12.97,12.97,-191.01,-3,-12.27,1,15,382.31,435.79
6,538,1001,0,92,1193.24,0.0,12.97,12.97,105,1225.35,136.19,12.97,11.67,-32.11,-13,-2.62,0,0,334.11,343.1
7,538,1001,3,126,1634.22,0.0,12.97,12.97,95,1232.15,0.0,12.97,12.97,402.07,31,32.63,1,25,457.58,345.0
8,538,1001,0,107,1387.79,0.0,12.97,12.97,99,1284.03,0.0,12.97,12.97,103.76,8,8.08,0,0,388.58,359.53
9,538,1001,0,103,1335.91,0.0,12.97,12.97,101,1309.97,0.0,12.97,12.97,25.94,2,1.98,0,0,374.05,366.79
10,538,1001,0,109,1413.73,0.0,12.97,12.97,94,1219.18,0.0,12.97,12.97,194.55,15,15.96,0,0,395.84,341.37
11,538,1001,1,130,1517.1,168.61,12.97,11.67,104,1348.88,0.0,12.97,12.97,168.22,26,12.47,1,17,424.79,377.69
12,538,1001,0,106,1374.82,0.0,12.97,12.97,109,1413.73,0.0,12.97,12.97,-38.91,-3,-2.75,0,0,384.95,395.84
13,538,1001,0,124,1608.28,0.0,12.97,12.97,112,1452.64,0.0,12.97,12.97,155.64,12,10.71,0,0,450.32,406.74
14,538,1001,0,112,1452.64,0.0,12.97,12.97,112,1452.64,0.0,12.97,12.97,0.0,0,0.0,0,0,406.74,406.74
15,538,1001,3,154,1997.38,0.0,12.97,12.97,135,1750.95,0.0,12.97,12.97,246.43,19,14.07,1,30,559.27,490.27
16,538,1001,0,114,1478.58,0.0,12.97,12.97,129,1505.43,167.31,12.97,11.67,-26.85,-15,-1.78,0,0,414.0,421.52
17,538,1001,0,132,1712.04,0.0,12.97,12.97,123,1595.31,0.0,12.97,12.97,116.73,9,7.32,0,0,479.37,446.69
18,538,1001,0,117,1517.49,0.0,12.97,12.97,98,1271.06,0.0,12.97,12.97,246.43,19,19.39,0,0,424.9,355.9
19,538,1001,0,108,1400.76,0.0,12.97,12.97,103,1335.91,0.0,12.97,12.97,64.85,5,4.85,0,0,392.21,374.05
20,538,1001,0,102,1322.94,0.0,12.97,12.97,99,1284.03,0.0,12.97,12.97,38.91,3,3.03,0,0,370.42,359.53
21,538,1001,0,105,1361.85,0.0,12.97,12.97,94,1219.18,0.0,12.97,12.97,142.67,11,11.7,0,0,381.32,341.37
22,538,1001,0,103,1335.91,0.0,12.97,12.97,106,1237.02,137.48,12.97,11.67,98.89,-3,7.99,0,0,374.05,346.37
23,538,1001,0,103,1335.91,0.0,12.97,12.97,87,1128.39,0.0,12.97,12.97,207.52,16,18.39,0,0,374.05,315.95
24,538,1001,0,96,1245.12,0.0,12.97,12.97,89,1154.33,0.0,12.97,12.97,90.79,7,7.87,0,0,348.63,323.21
25,538,1001,0,96,1245.12,0.0,12.97,12.97,97,1258.09,0.0,12.97,12.97,-12.97,-1,-1.03,0,0,348.63,352.27
26,538,1001,0,120,1556.4,0.0,12.97,12.97,122,1423.74,158.23,12.97,11.67,132.66,-2,9.32,0,0,435.79,398.65
27,538,1001,3,134,1737.98,0.0,12.97,12.97,97,1258.09,0.0,12.97,12.97,479.89,37,38.14,1,27,486.63,352.27
28,538,1001,0,114,1478.58,0.0,12.97,12.97,106,1374.82,0.0,12.97,12.97,103.76,8,7.55,0,0,414.0,384.95
29,538,1001,3,133,1725.01,0.0,12.97,12.97,108,1400.76,0.0,12.97,12.97,324.25,25,23.15,1,26,483.0,392.21
30,538,1001,0,111,1439.67,0.0,12.97,12.97,123,1435.41,159.53,12.97,11.67,4.26,-12,0.3,0,0,403.11,401.91
31,538,1001,0,121,1569.37,0.0,12.97,12.97,111,1439.67,0.0,12.97,12.97,129.7,10,9.01,0,0,439.42,403.11
32,538,1001,0,117,1517.49,0.0,12.97,12.97,108,1400.76,0.0,12.97,12.97,116.73,9,8.33,0,0,424.9,392.21
33,538,1001,0,120,1556.4,0.0,12.97,12.97,112,1452.64,0.0,12.97,12.97,103.76,8,7.14,0,0,435.79,406.74
34,538,1001,0,121,1569.37,0.0,12.97,12.97,108,1400.76,0.0,12.97,12.97,168.61,13,12.04,0,0,439.42,392.21
35,538,1001,1,135,1575.45,175.1,12.97,11.67,115,1491.55,0.0,12.97,12.97,83.9,20,5.63,1,18,441.13,417.63
36,538,1001,2,140,1633.8,181.58,12.97,11.67,99,1284.03,0.0,12.97,12.97,349.77,41,27.24,1,32,457.46,359.53
37,538,1001,0,105,1361.85,0.0,12.97,12.97,96,1245.12,0.0,12.97,12.97,116.73,9,9.38,0,0,381.32,348.63
38,538,1001,0,106,1374.82,0.0,12.97,12.97,104,1348.88,0.0,12.97,12.97,25.94,2,1.92,0,0,384.95,377.69
39,538,1001,0,119,1543.43,0.0,12.97,12.97,118,1530.46,0.0,12.97,12.97,12.97,1,0.85,0,0,432.16,428.53
40,538,1001,3,130,1686.1,0.0,12.97,12.97,94,1219.18,0.0,12.97,12.97,466.92,36,38.3,1,26,472.11,341.37
41,538,1001,0,99,1284.03,0.0,12.97,12.97,98,1271.06,0.0,12.97,12.97,12.97,1,1.02,0,0,359.53,355.9
42,538,1001,0,107,1387.79,0.0,12.97,12.97,102,1322.94,0.0,12.97,12.97,64.85,5,4.9,0,0,388.58,370.42
43,538,1001,0,107,1387.79,0.0,12.97,12.97,122,1582.34,0.0,12.97,12.97,-194.55,-15,-12.3,0,0,388.58,443.06
44,538,1001,0,113,1465.61,0.0,12.97,12.97,114,1330.38,147.86,12.97,11.67,135.23,-1,10.16,0,0,410.37,372.51
45,538,1001,0,120,1556.4,0.0,12.97,12.97,141,1828.77,0.0,12.97,12.97,-272.37,-21,-14.89,0,0,435.79,512.06
46,538,1001,4,136,1763.92,0.0,12.97,12.97,120,1556.4,0.0,12.97,12.97,207.52,16,13.33,1,15,493.9,435.79
47,538,1001,3,168,2178.96,0.0,12.97,12.97,133,1725.01,0.0,12.97,12.97,453.95,35,26.32,1,34,610.11,483.0
48,538,1001,0,145,1880.65,0.0,12.97,12.97,132,1712.04,0.0,12.97,12.97,168.61,13,9.85,0,0,526.58,479.37
49,538,1001,0,120,1556.4,0.0,12.97,12.97,115,1491.55,0.0,12.97,12.97,64.85,5,4.35,0,0,435.79,417.63
50,538,1001,3,145,1880.65,0.0,12.97,12.97,113,1465.61,0.0,12.97,12.97,415.04,32,28.32,1,29,526.58,410.37
51,538,1001,0,120,1556.4,0.0,12.97,12.97,111,1439.67,0.0,12.97,12.97,116.73,9,8.11,0,0,435.79,403.11
52,538,1001,0,116,1504.52,0.0,12.97,12.97,109,1413.73,0.0,12.97,12.97,90.79,7,6.42,0,0,421.27,395.84
1,696,1001,0,235,3047.95,0.0,12.97,12.97,230,2983.1,0.0,12.97,12.97,64.85,5,2.17,0,0,853.43,835.27
